,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Moose Jaw Warriors Bantam AA,SBAAHL,128980,19,23,28,31,28,42,
0,20152016,Notre Dame Argos U18 AAA,SMAAAHL,44624,0,0,0,1,0,0,
0,20162017,Moose Jaw Warriors U18 AAA,SMAAAHL,79814,23,17,37,44,37,40,
0,20172018,Portland Winterhawks,WHL,8511,3,8,31,58,31,11,-1.0
0,20182019,Portland Winterhawks,WHL,8511,36,23,88,68,88,59,12.0
0,20192020,Portland Winterhawks,WHL,8511,36,29,38,55,38,65,11.0
0,20202021,Portland Winterhawks,WHL,8511,18,9,10,24,10,27,6.0
0,20202021,Melville Millionaires,SJHL,19374,8,4,2,6,2,12,
0,20212022,Bridgeport Islanders,AHL,827,2,0,10,13,10,2,-3.0
0,20212022,Worcester Railers,ECHL,217515,17,11,33,36,33,28,4.0
