,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,IFK Täby U16,U16 Div.1,148776,2,0,2,20,2,2,
0,20142015,IFK Täby U16 2,U16 Div.2,149420,0,2,0,1,0,2,
0,20152016,IFK Täby HC J18,J18 Region,31038,4,6,2,25,2,10,16.0
0,20152016,IFK Täby HC J20,J20 Div.1,41075,0,0,0,4,0,0,
0,20152016,Stockholm Nord,TV-Pucken,135366,1,0,4,6,4,1,
0,20152016,IFK Täby HC U16,U16 Div.1,149334,8,8,22,21,22,16,
0,20152016,IFK Täby HC U16,U16 SM,149337,1,0,2,3,2,1,
0,20162017,Linköping HC J20,J20 Nationell,5939,1,0,0,3,0,1,1.0
0,20162017,Linköping HC J18,J18 Region,9358,11,4,14,22,14,15,28.0
0,20162017,Linköping HC J18,J18 Nationell,10118,8,3,16,17,16,11,8.0
0,20162017,Sweden U17,WHC-17,61300,0,0,2,6,2,0,
0,20172018,Linköping HC,SHL,859,0,0,0,3,0,0,-1.0
0,20172018,Linköping HC J20,J20 Nationell,5939,15,6,10,43,10,21,2.0
0,20172018,Linköping HC J18,J18 Region,9358,1,0,4,3,4,1,-3.0
0,20172018,Linköping HC J18,J18 Nationell,10118,1,0,0,1,0,1,1.0
0,20182019,Linköping HC,SHL,859,3,0,6,28,6,3,-9.0
0,20182019,Linköping HC J20,J20 Nationell,5939,15,2,10,25,10,17,12.0
0,20192020,Linköping HC,SHL,859,3,0,6,40,6,3,-11.0
0,20192020,Linköping HC J20,J20 Nationell,5939,6,2,4,15,4,8,6.0
0,20202021,Linköping HC,SHL,859,8,2,6,47,6,10,1.0
0,20202021,Linköping HC J20,J20 Nationell,5939,1,0,6,3,6,1,3.0
0,20212022,Manitoba Moose,AHL,877,10,4,14,57,14,14,-4.0
