,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Halifax ACCEL Physio Major Bntm,NSMBHL,125404,11,5,6,35,6,0.0,16,,,,,,,,,,,,,,,,
0,20122013,Halifax ACCEL Physio Major Bntm,NSMBHL,125404,19,21,10,31,10,0.0,40,,,,,,,,,,,,,,,,
0,20132014,Newbridge Academy Gladiators,NSMMHL,155182,6,13,6,32,6,0.0,19,,,,,,,,,,,,,,,,
0,20142015,Newbridge Academy Gladiators,NSMMHL,155182,25,17,14,34,14,0.0,42,,,,,,,,,,,,,,,,
0,20152016,St. Andrew's College,CAHS,57746,32,40,22,58,22,,72,,,,,,,,,,,,,,,,
0,20152016,St. Andrew's College,CISAA,57778,11,14,8,15,8,,25,,,,,,,,,,,,,,,,
0,20162017,Sioux City Musketeers,USHL,9956,0,0,2,5,2,-3.0,0,,,,,,,,,,,,,,,,
0,20162017,St. Andrew's College,CAHS,57746,22,28,15,46,15,,50,,,,,,,,,,,,,,,,
0,20162017,St. Andrew's College,CISAA,57778,4,6,7,11,7,,10,,,,,,,,,,,,,,,,
0,20172018,Cornell Univ.,NCAA,8960,13,5,31,33,31,10.0,18,,,,,,,,,,,,,,,,
0,20182019,Cornell Univ.,NCAA,8960,19,15,26,36,26,9.0,34,,,,,,,,,,,,,,,,
0,20192020,Cornell Univ.,NCAA,8960,18,14,24,29,24,17.0,32,,,,,,,,,,,,,,,,
0,20202021,New York Rangers,National Hockey League,1,0,1,2,5,2,-1.0,1,68:27,3.0,12.0,0.0,0.0,00:44,59:44,50.0,33.3,0.0,0.0,0.0,0.0,07:59,2.0,92.0
0,20202021,Hartford Wolf Pack,AHL,847,11,10,20,21,20,8.0,21,,,,,,,,,,,,,,,,
0,20212022,New York Rangers,National Hockey League,1,1,0,4,13,4,-1.0,1,115:38,9.0,28.0,0.0,0.0,00:20,114:11,59.52,0.0,0.0,0.0,0.0,0.0,01:07,3.0,166.0
0,20212022,Winnipeg Jets,National Hockey League,2,2,2,4,14,4,-3.0,4,148:57,24.0,21.0,0.0,0.0,00:18,148:39,41.67,8.3,0.0,0.0,0.0,0.0,00:00,5.0,202.0
0,20212022,Hartford Wolf Pack,AHL,847,6,9,10,25,10,-2.0,15,,,,,,,,,,,,,,,,
0,20212022,Manitoba Moose,AHL,877,1,1,0,5,0,-5.0,2,,,,,,,,,,,,,,,,
