,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Serebryanye Lvy U16,Russia U16,198977,24,22,28,33,28,46,
0,20162017,Serebryanye Lvy U17,Russia U17,49418,16,15,32,38,32,31,
0,20162017,Serebryanye Lvy St. Petersburg,MHL,78632,1,1,2,7,2,2,1.0
0,20172018,Serebryanye Lvy St. Petersburg,MHL,78632,7,5,16,40,16,12,-9.0
0,20172018,Serebryanye Lvy U18,Russia U17,253348,0,1,2,2,2,1,
0,20182019,SKA-1946 St. Petersburg,MHL,49762,24,17,24,63,24,41,22.0
0,20192020,SKA-Neva St. Petersburg,VHL,46357,8,5,14,35,14,13,5.0
0,20192020,SKA-1946 St. Petersburg,MHL,49762,2,5,0,7,0,7,8.0
0,20202021,TPS,Liiga,969,6,8,8,51,8,14,1.0
0,20212022,Orlando Solar Bears,ECHL,113515,0,0,0,3,0,0,-2.0
0,20212022,San Jose Barracuda,AHL,187427,1,1,4,23,4,2,-4.0
