,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Toronto Pro Hockey,Brick Invitational,128756,3,3,2,6,2,6,
0,20122013,Toronto Pro Hockey,Brick Invitational,128756,3,5,0,6,0,8,
0,20142015,Pro Hockey Hutson Selects U12,WSI U12,206736,5,8,6,9,6,13,
0,20152016,East Coast Selects O U13,WSI U13,206547,7,4,4,7,4,11,
0,20172018,Maroon Hockey Selects U15,WSI U15,260230,1,3,2,5,2,4,
0,20182019,Toronto Marlboros U16 AAA,U16 AAA,82673,46,48,8,73,8,94,
0,20182019,Toronto Marlboros U16 AAA,GTHL U16,82870,13,23,4,33,4,36,
0,20182019,Team GTHL Red,OGC-16,154287,1,1,0,4,0,2,
0,20192020,Windsor Spitfires,OHL,9508,18,12,8,53,8,30,14.0
0,20192020,Canada Red U17,WHC-17,163770,3,2,14,5,14,5,
0,20202021,Canada U18,WJC-18,17193,2,2,4,7,4,4,4.0
0,20212022,Windsor Spitfires,OHL,9508,78,46,26,68,26,124,29.0
