,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Hope Icebreakers,PIJHL,95196,27,4,38,45,38,0,31,,,,,,,,,,,,,,,,
0,20072008,Seattle,WHL,1,10,1,54,71,54,16,11,0.0,0.0,0.0,,,,,,,,,,,,,
0,20082009,Seattle,WHL,1,10,0,68,70,68,-11,10,0.0,0.0,0.0,,,,,,,,,,,,,
0,20092010,Seattle,WHL,1,12,2,101,67,101,-12,14,0.0,0.0,0.0,,,,,,,,,,,,,
0,20102011,Seattle,WHL,1,51,8,139,72,139,-25,59,2.0,,0.0,,,,,,,,,,,,,
0,20102011,Texas,AHL,2,0,0,8,10,8,-2,0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,
0,20112012,Dallas Stars,National Hockey League,1,0,0,0,1,0,0,0,0.0,0.0,0.0,6.0,0.0,19:59,4.0,0.0,02:07,15:11,0.0,0.0,0.0,02:41,3.0,27.0
0,20112012,Texas,AHL,2,23,6,97,76,97,-6,29,1.0,0.0,1.0,119.0,5.04,,,,,,,,,,,
0,20122013,Dallas Stars,National Hockey League,1,5,3,65,48,65,1,8,0.0,1.0,0.0,75.0,4.0,1026:14,133.0,0.0,19:20,882:51,0.0,0.0,0.0,124:03,74.0,1283.0
0,20122013,Canada,WC-A,2,0,1,0,8,0,3,1,0.0,0.0,0.0,,,,,,,,,,,,,
0,20122013,Texas,AHL,3,11,3,45,37,45,-1,14,0.0,0.0,0.0,72.0,4.17,,,,,,,,,,,
0,20132014,Dallas Stars,National Hockey League,1,11,6,86,80,86,9,17,0.0,1.0,2.0,97.0,6.19,1687:28,168.0,0.0,09:44,1486:34,0.0,0.0,2.0,191:10,149.0,2067.0
0,20142015,Dallas Stars,National Hockey League,1,1,0,23,20,23,-2,1,0.0,0.0,0.0,16.0,0.0,412:18,27.0,0.0,03:46,370:48,0.0,0.0,0.0,37:44,29.0,548.0
0,20142015,San Jose Sharks,National Hockey League,2,7,2,54,60,54,-11,9,0.0,1.0,1.0,75.0,2.67,1153:23,127.0,0.0,05:31,1077:31,0.0,0.0,2.0,70:21,110.0,1506.0
0,20152016,San Jose Sharks,National Hockey League,1,9,2,61,76,61,8,11,0.0,1.0,0.0,93.0,2.15,1268:17,154.0,0.0,08:13,1184:05,0.0,0.0,0.0,75:59,89.0,1618.0
0,20162017,San Jose Sharks,National Hockey League,1,8,2,60,81,60,-2,10,0.0,0.0,0.0,86.0,2.33,1333:51,174.0,0.0,07:54,1261:00,0.0,0.0,0.0,64:57,81.0,1795.0
0,20172018,San Jose Sharks,National Hockey League,1,17,5,60,81,60,-7,22,0.0,0.0,0.0,88.0,5.68,1402:54,197.0,0.0,03:02,1283:20,0.0,0.0,0.0,116:32,107.0,1878.0
0,20182019,San Jose Sharks,National Hockey League,1,21,1,61,82,61,19,22,0.0,0.0,1.0,71.0,1.41,1454:56,202.0,0.0,04:13,1360:41,0.0,0.0,1.0,90:02,78.0,1792.0
0,20192020,San Jose Sharks,National Hockey League,1,13,1,83,59,83,0,14,0.0,0.0,0.0,48.0,2.1,1142:12,178.0,0.0,02:17,1020:07,0.0,0.0,1.0,119:48,67.0,1469.0
0,20192020,Washington Capitals,National Hockey League,2,0,0,21,10,21,-2,0,0.0,0.0,0.0,10.0,0.0,200:24,16.0,0.0,00:03,173:44,0.0,0.0,0.0,26:37,7.0,255.0
0,20202021,Washington Capitals,National Hockey League,1,17,2,49,56,49,15,19,0.0,0.0,0.0,51.0,3.9,1060:50,143.0,1.0,02:02,958:29,0.0,0.0,1.0,100:19,61.0,1326.0
0,20212022,Winnipeg Jets,National Hockey League,1,17,3,67,79,67,16,20,0.0,0.0,0.0,85.0,3.5,1487:47,212.0,0.0,03:23,1346:13,0.0,0.0,0.0,138:11,108.0,1916.0
