,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,London Jr. Knights Min Mdgt AAA,AHMMPL,160688,27,22,16,32,16,0.0,49,,,,,,,,,,,,,,,,
0,20152016,Guelph Storm,OHL,6238,8,5,24,46,24,-25.0,13,,,,,,,,,,,,,,,,
0,20152016,Canada Red U17,WHC-17,163770,0,0,0,6,0,,0,,,,,,,,,,,,,,,,
0,20152016,Team Green,U17-Dev,178259,0,1,2,3,2,,1,,,,,,,,,,,,,,,,
0,20162017,Guelph Storm,OHL,6238,26,28,65,67,65,-2.0,54,,,,,,,,,,,,,,,,
0,20162017,Canada U18,WJC-18,17193,0,2,6,5,6,4.0,2,,,,,,,,,,,,,,,,
0,20172018,Guelph Storm,OHL,6238,27,41,58,67,58,-28.0,68,,,,,,,,,,,,,,,,
0,20172018,Lehigh Valley Phantoms,AHL,173347,0,1,4,2,4,0.0,1,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,M-Cup,6021,3,3,8,4,8,3.0,6,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,OHL,6238,32,50,105,65,105,36.0,82,,,,,,,,,,,,,,,,
0,20192020,Lehigh Valley Phantoms,AHL,173347,9,6,40,53,40,-9.0,15,,,,,,,,,,,,,,,,
0,20202021,Lehigh Valley Phantoms,AHL,173347,6,2,15,22,15,-7.0,8,,,,,,,,,,,,,,,,
0,20212022,Philadelphia Flyers,National Hockey League,1,3,1,10,10,10,-1.0,4,107:28,14.0,16.0,0.0,2.0,10:16,97:04,0.0,7.1,0.0,0.0,0.0,0.0,00:08,8.0,158.0
0,20212022,Lehigh Valley Phantoms,AHL,173347,17,11,61,59,61,-5.0,28,,,,,,,,,,,,,,,,
