,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,NWCAA Bruins Bantam AA,HCBAA,128598,16,4,18,28,18,0.0,20,,,,,,,,,,,,,,,,
0,20122013,Calgary Flames Bantam AAA,AMBHL,149948,19,3,22,33,22,0.0,22,,,,,,,,,,,,,,,,
0,20132014,Calgary Flames Midget AAA,AMHL,36967,1,0,4,6,4,0.0,1,,,,,,,,,,,,,,,,
0,20132014,NWCAA Stampeders Minor Midget,AMMHL,90174,19,9,35,36,35,0.0,28,,,,,,,,,,,,,,,,
0,20142015,Brooks Bandits,AJHL,21141,4,1,4,3,4,0.0,5,,,,,,,,,,,,,,,,
0,20142015,Calgary Flames Midget AAA,AMHL,36967,16,7,14,34,14,0.0,23,,,,,,,,,,,,,,,,
0,20152016,Brooks Bandits,AJHL,21072,45,10,28,54,28,,55,,,,,,,,,,,,,,,,
0,20152016,Canada West U19,WJAC-19,87372,0,1,0,4,0,,1,,,,,,,,,,,,,,,,
0,20162017,Brooks Bandits,AJHL,21072,51,24,18,54,18,,75,,,,,,,,,,,,,,,,
0,20162017,Canada West U19,WJAC-19,87372,4,4,0,4,0,,8,,,,,,,,,,,,,,,,
0,20172018,Univ. of Massachusetts,NCAA,11300,16,5,20,34,20,9.0,21,,,,,,,,,,,,,,,,
0,20172018,Canada U20,WJC-20,17216,5,3,0,7,0,5.0,8,,,,,,,,,,,,,,,,
0,20182019,Univ. of Massachusetts,NCAA,11300,33,16,31,41,31,32.0,49,,,,,,,,,,,,,,,,
0,20192020,Colorado Avalanche,National Hockey League,1,38,12,12,57,12,12.0,50,1197:36,121.0,45.0,4.0,19.0,212:18,979:27,0.0,9.9,4.0,0.0,0.0,0.0,05:51,47.0,1371.0
0,20202021,Colorado Avalanche,National Hockey League,1,36,8,12,44,12,17.0,44,1069:34,104.0,49.0,4.0,22.0,184:24,844:49,0.0,7.7,3.0,0.0,0.0,0.0,40:21,36.0,1192.0
0,20212022,Colorado Avalanche,National Hockey League,1,58,28,26,77,26,48.0,86,1976:26,240.0,95.0,9.0,34.0,295:36,1572:11,0.0,11.7,6.0,3.0,0.0,0.0,108:39,110.0,2141.0
