,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Vancouver NW Hawks U18 AAA,BCEHL U18,49109,0,0,0,2,0,0,
0,20162017,West Van Academy Elite 15s,CSSHL U16,228934,13,8,26,28,26,21,
0,20172018,Prince George Spruce Kings,BCHL,21304,23,6,28,57,28,29,
0,20172018,Team Red,U17-Dev,178229,0,0,4,3,4,0,
0,20182019,Prince George Spruce Kings,BCHL,21304,28,4,30,53,30,32,
0,20182019,Canada West U19,WJAC-19,87372,2,0,0,6,0,2,
0,20192020,Ohio State Univ.,NCAA,16050,3,0,25,36,25,3,10.0
0,20202021,Ohio State Univ.,NCAA,16050,8,1,21,27,21,9,-7.0
0,20202021,Henderson Silver Knights,AHL,307807,2,0,4,13,4,2,2.0
0,20212022,Henderson Silver Knights,AHL,307807,6,0,8,32,8,6,-2.0
