,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Ottawa Senators Minor Bantam AAA,OEMBHL,132070,0,0,0,1,0,0,
0,20132014,Ottawa Senators Bantam AAA,OEBHL,131949,0,1,0,2,0,1,
0,20132014,Ottawa Senators Minor Bantam AAA,OEMBHL,132070,6,8,52,26,52,14,
0,20142015,Ottawa Senators Minor Midget AAA,OEMMHL,87176,0,0,0,1,0,0,
0,20142015,Ottawa Senators Bantam AAA,OEBHL,131949,12,11,28,24,28,23,
0,20152016,Team HEO,OGC-16,172737,2,2,10,5,10,4,
0,20152016,Brockville Braves U18 AAA,HEO U18,192119,11,17,75,45,75,28,
0,20162017,Oshawa Generals,OHL,9448,13,8,52,63,52,21,-3.0
0,20162017,Canada Red U17,WHC-17,163770,3,1,15,5,15,4,
0,20172018,Oshawa Generals,OHL,9448,25,28,61,62,61,53,-8.0
0,20172018,Canada U18,WJC-18,17193,4,2,8,5,8,6,3.0
0,20172018,Canada U18,Hlinka Gretzky Cup,144760,0,1,2,5,2,1,
0,20182019,Oshawa Generals,OHL,9448,47,34,54,68,54,81,16.0
0,20192020,Kitchener Rangers,OHL,9418,13,5,20,20,20,18,-6.0
0,20192020,Oshawa Generals,OHL,9448,16,13,16,28,16,29,-1.0
0,20202021,Syracuse Crunch,AHL,1057,3,1,13,8,13,4,4.0
0,20212022,Charlotte Checkers,AHL,2357,15,5,74,64,74,20,-5.0
