,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Tappara U16,Jr. C SM-sarja Q,10153638,9,14,2,7,2,0.0,23,,,,,,,,,,,,,,,,
0,20132014,Tappara U18,Fin-U18,1,6,5,2,5,2,,11,,,,,,,,,,,,,,,,
0,20132014,Tappara Jr.,Fin-Jr.,2,11,26,43,42,43,,37,,,,,,,,,,,,,,,,
0,20142015,Tappara Jr.,Fin-Jr.,1,1,4,4,6,4,,5,,,,,,,,,,,,,,,,
0,20142015,Tappara,Finland,2,1,0,2,6,2,,1,,,,,,,,,,,,,,,,
0,20142015,LeKi,Finland-2,3,7,5,14,36,14,,12,,,,,,,,,,,,,,,,
0,20152016,Tappara,Finland,1,16,17,6,46,6,,33,,,,,,,,,,,,,,,,
0,20152016,Finland,WJC-A,2,6,7,6,7,6,8.0,13,27.0,1.0,2.0,0.0,,,,,,,,,,,,
0,20152016,Finland,WC-A,3,5,7,4,10,4,4.0,12,36.0,3.0,1.0,9.0,,,,,,,,,,,,
0,20152016,Tappara,Champions HL,582,2,2,4,8,4,2.0,4,,,,,,,,,,,,,,,,
0,20152016,Tappara,Liiga,959,16,17,6,46,6,6.0,33,,,,,,,,,,,,,,,,
0,20152016,Finland,WC,17055,5,7,4,10,4,4.0,12,,,,,,,,,,,,,,,,
0,20152016,Finland U20,WJC-20,17116,6,7,6,7,6,8.0,13,,,,,,,,,,,,,,,,
0,20152016,Finland,EHT,68516,0,0,2,2,2,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,Winnipeg Jets,National Hockey League,1,28,36,26,73,26,7.0,64,204.0,9.0,5.0,0.0,1307:37,80.0,14.0,199:18,1106:54,0.0,17.65,1.0,0.0,01:25,33.0,1633.0
0,20162017,Finland,WCup,17116,0,0,0,3,0,-1.0,0,,,,,,,,,,,,,,,,
0,20172018,Winnipeg Jets,National Hockey League,1,26,44,24,82,24,8.0,70,241.0,20.0,8.0,0.0,1351:25,74.0,31.0,246:33,1104:46,25.58,18.26,0.0,0.0,00:06,43.0,1662.0
0,20182019,Winnipeg Jets,National Hockey League,1,20,30,42,82,42,-24.0,50,245.0,15.0,3.0,0.0,1413:07,70.0,23.0,287:36,1124:20,36.67,12.24,0.0,0.0,01:11,44.0,1620.0
0,20192020,Winnipeg Jets,National Hockey League,1,35,28,22,68,22,8.0,63,226.0,8.0,1.0,0.0,1319:53,97.0,16.0,219:24,1100:19,37.04,12.4,0.0,0.0,00:10,35.0,1482.0
0,20202021,Winnipeg Jets,National Hockey League,1,1,2,4,1,4,1.0,3,3.0,0.0,1.0,0.0,16:20,3.0,1.0,02:53,13:27,50.0,66.7,1.0,0.0,00:00,1.0,20.0
0,20202021,Columbus Blue Jackets,National Hockey League,2,11,10,21,45,21,-29.0,21,79.0,4.0,0.0,0.0,786:21,33.0,6.0,96:15,689:13,21.74,12.7,0.0,0.0,00:53,14.0,925.0
0,20212022,Columbus Blue Jackets,National Hockey League,1,30,26,24,56,24,-7.0,56,167.0,5.0,7.0,0.0,1054:27,34.0,14.0,191:06,862:43,36.84,15.6,3.0,0.0,00:38,13.0,1199.0
