,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,JYP U18,U18 SM-sarja,25951,6,3,4,31,4,9,
0,20152016,JYP U16,U16 SM-sarja,81413,9,5,20,10,20,14,
0,20162017,JYP U20,U20 SM-sarja,23040,7,2,6,26,6,9,3.0
0,20162017,JYP U18,U18 SM-sarja,25951,4,0,2,7,2,4,
0,20162017,Finland U17,WHC-17,61280,0,0,0,5,0,0,
0,20172018,JYP,Champions HL,532,0,0,2,5,2,0,-2.0
0,20172018,JYP,Liiga,909,7,2,2,20,2,9,11.0
0,20172018,Finland U18,WJC-18,17093,5,0,6,7,6,5,3.0
0,20172018,JYP U20,U20 SM-sarja,23040,13,4,22,28,22,17,-1.0
0,20172018,KeuPa HT,Mestis,51227,3,0,8,7,8,3,6.0
0,20172018,Finland U18,Hlinka Gretzky Cup,158280,1,0,0,4,0,1,
0,20182019,JYP,Champions HL,532,0,0,4,6,4,0,2.0
0,20182019,JYP,Liiga,909,3,1,6,16,6,4,-7.0
0,20182019,Jukurit,Liiga,4659,2,2,6,11,6,4,-7.0
0,20182019,Finland U20,WJC-20,17116,0,0,2,6,2,0,-1.0
0,20182019,JYP U20,U20 SM-sarja,23040,7,2,2,6,2,9,-2.0
0,20182019,KeuPa HT,Mestis,51227,5,2,10,11,10,7,-1.0
0,20192020,JYP,Liiga,909,16,3,8,43,8,19,6.0
0,20192020,Finland U20,WJC-20,17116,1,1,4,7,4,2,1.0
0,20202021,JYP,Liiga,909,27,4,16,58,16,31,-16.0
0,20212022,JYP,Liiga,909,31,6,22,57,22,37,-23.0
