,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Honeybaked Bantam Minor AAA,T1EMBHL,148520,20,25,45,30,45,0,45,,,,,,,,,,,,,,,,
0,20082009,Honeybaked Bantam Major AAA,T1EBHL,122779,18,20,28,31,28,0,38,,,,,,,,,,,,,,,,
0,20092010,Honeybaked U16,T1EHL U16,103938,12,28,50,36,50,0,40,,,,,,,,,,,,,,,,
0,20102011,Green Bay Gamblers,USHL,9088,0,0,4,3,4,0,0,,,,,,,,,,,,,,,,
0,20102011,Belle Tire U18,T1EHL U18,30137,15,23,92,36,92,0,38,,,,,,,,,,,,,,,,
0,20112012,Green Bay Gamblers,USHL,9088,19,19,126,59,126,20,38,,,,,,,,,,,,,,,,
0,20122013,Green Bay Gamblers,USHL,9088,27,22,105,54,105,14,49,,,,,,,,,,,,,,,,
0,20132014,Western Michigan Univ.,NCAA,12570,4,3,43,39,43,-6,7,,,,,,,,,,,,,,,,
0,20142015,Western Michigan Univ.,NCAA,12570,15,14,37,37,37,1,29,,,,,,,,,,,,,,,,
0,20152016,Western Michigan Univ.,NCAA,13060,7,11,22,36,22,-23,18,,,,,,,,,,,,,,,,
0,20162017,Western Michigan Univ.,NCAA,13060,14,16,34,36,34,14,30,,,,,,,,,,,,,,,,
0,20172018,Texas Stars,AHL,45177,11,19,53,70,53,13,30,,,,,,,,,,,,,,,,
0,20182019,Colorado Avalanche,National Hockey League,1,3,3,26,40,26,-7,6,362:57,44.0,66.0,0.0,0.0,03:03,320:42,50.38,6.82,0.0,0.0,1.0,1.0,39:12,20.0,519.0
0,20182019,Colorado Eagles,AHL,8957,8,3,19,25,19,1,11,,,,,,,,,,,,,,,,
0,20192020,Colorado Avalanche,National Hockey League,1,0,0,0,5,0,-2,0,34:19,2.0,16.0,0.0,0.0,00:00,34:19,66.67,0.0,0.0,0.0,0.0,0.0,00:00,2.0,50.0
0,20192020,Colorado Eagles,AHL,8957,14,21,69,50,69,-5,35,,,,,,,,,,,,,,,,
0,20202021,Colorado Avalanche,National Hockey League,1,0,0,4,3,4,1,0,23:26,1.0,6.0,0.0,0.0,00:00,22:36,0.0,0.0,0.0,0.0,0.0,0.0,00:50,0.0,42.0
0,20202021,Colorado Eagles,AHL,8957,5,5,14,18,14,-2,10,,,,,,,,,,,,,,,,
0,20212022,Vancouver Canucks,National Hockey League,1,1,2,0,11,0,-3,3,113:18,17.0,9.0,1.0,1.0,10:07,103:09,33.33,11.8,1.0,0.0,0.0,0.0,00:02,6.0,161.0
0,20212022,Abbotsford Canucks,AHL,33767,27,35,20,54,20,14,62,,,,,,,,,,,,,,,,
