,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20072008,Chicago Fury Bantam Minor AAA,T1EMBHL,168350,4,9,22,30,22,13,
0,20082009,Chicago Fury Bantam Major AAA,T1EBHL,162239,9,8,10,31,10,17,
0,20092010,Chicago Fury  U16,T1EHL U16,94138,12,6,21,37,21,18,
0,20102011,Chicago Fury  U18,T1EHL U18,63367,20,12,34,40,34,32,
0,20112012,Chicago Steel,USHL,9058,14,12,16,54,16,26,-4.0
0,20122013,Muskegon Lumberjacks,USHL,5428,4,4,4,20,4,8,0.0
0,20122013,Chicago Steel,USHL,9058,6,4,42,35,42,10,-12.0
0,20132014,Cornell Univ.,NCAA,8470,8,1,6,30,6,9,1.0
0,20142015,Cornell Univ.,NCAA,8470,7,1,20,27,20,8,0.0
0,20152016,Cornell Univ.,NCAA,8960,17,10,4,34,4,27,15.0
0,20162017,Cornell Univ.,NCAA,8960,14,3,22,25,22,17,3.0
0,20172018,Bridgeport Islanders,AHL,827,0,1,2,7,2,1,1.0
0,20172018,Worcester Railers,ECHL,217515,14,14,46,59,46,28,1.0
0,20182019,Bridgeport Islanders,AHL,827,12,9,22,54,22,21,14.0
0,20182019,Worcester Railers,ECHL,217515,1,1,7,3,7,2,1.0
0,20192020,Bridgeport Islanders,AHL,827,11,4,44,59,44,15,-4.0
0,20202021,Bridgeport Islanders,AHL,827,8,1,17,22,17,9,2.0
0,20212022,Bridgeport Islanders,AHL,827,16,8,18,56,18,24,6.0
