,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Ilves U16,U16 SM-sarja,80783,3,2,2,8,2,5,
0,20172018,Ilves U18,U18 SM-sarja,25851,3,6,4,7,4,9,
0,20172018,Ilves U17,U17 SM-sarja,57346,0,2,0,1,0,2,
0,20172018,Ilves U16,U16 SM-sarja,80783,14,4,46,7,46,18,
0,20182019,Ilves U18,U18 SM-sarja,25851,14,14,2,9,2,28,
0,20182019,Ilves U20,U20 SM-sarja,25870,17,14,42,40,42,31,-12.0
0,20182019,Finland U17,EYOF,60517,2,1,4,3,4,3,0.0
0,20182019,Finland U17,WHC-17,61280,0,1,0,6,0,1,
0,20192020,Ilves,Liiga,889,0,1,4,5,4,1,-2.0
0,20192020,KOOVEE,Mestis,7327,15,23,56,36,56,38,15.0
0,20192020,KOOVEE,Suomen Cup,7663,1,0,0,3,0,1,
0,20192020,Ilves U20,U20 SM-sarja,25870,0,2,4,5,4,2,-5.0
0,20192020,Finland U18,Hlinka Gretzky Cup,158280,0,1,0,3,0,1,-1.0
0,20202021,Ilves,Liiga,889,11,14,16,48,16,25,4.0
0,20202021,Finland U20,WJC-20,17116,0,0,0,6,0,0,-2.0
0,20202021,Belleville Senators,AHL,227817,1,2,4,4,4,3,1.0
0,20212022,Finland U20,WJC-20,17116,5,4,4,7,4,9,-4.0
0,20212022,Belleville Senators,AHL,227817,22,11,42,70,42,33,-10.0
