,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Pownal Red Devils Bantam AAA,PEIBAAA,167711,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20092010,Pownal Red Devils Bantam AAA,PEIBAAA,167711,24,17,20,27,20,0.0,41,,,,,,,,,,,,,,,,
0,20102011,Pownal Red Devils Bantam AAA,PEIBAAA,167711,29,22,34,30,34,0.0,51,,,,,,,,,,,,,,,,
0,20112012,Pownal Red Devils U18 AAA,PEI U18,88924,13,18,39,29,39,,31,,,,,,,,,,,,,,,,
0,20122013,Charlottetown Pride Mdgt AAA,NBPEIMMHL,47659,20,13,24,35,24,0.0,33,,,,,,,,,,,,,,,,
0,20132014,Amherst Ramblers,MJAHL,21546,5,9,35,50,35,0.0,14,,,,,,,,,,,,,,,,
0,20142015,Amherst Ramblers,MJAHL,21546,23,29,103,46,103,0.0,52,,,,,,,,,,,,,,,,
0,20152016,Moncton Wildcats,QMJHL,9630,30,10,56,66,56,-9.0,40,,,,,,,,,,,,,,,,
0,20162017,Gatineau Olympiques,QMJHL,18240,43,31,90,66,90,0.0,74,,,,,,,,,,,,,,,,
0,20172018,Utica Comets,AHL,152247,23,10,56,66,56,-20.0,33,,,,,,,,,,,,,,,,
0,20182019,Vancouver Canucks,National Hockey League,1,1,0,5,4,5,-4.0,1,28:44,2.0,4.0,0.0,0.0,02:40,25:53,0.0,0.0,0.0,0.0,0.0,0.0,00:11,1.0,47.0
0,20182019,Utica Comets,AHL,152247,30,22,75,69,75,-21.0,52,,,,,,,,,,,,,,,,
0,20192020,Vancouver Canucks,National Hockey League,1,1,5,20,17,20,6.0,6,163:29,17.0,41.0,0.0,0.0,01:06,162:23,50.0,29.4,0.0,0.0,0.0,0.0,00:00,5.0,260.0
0,20192020,Utica Comets,AHL,152247,6,5,25,20,25,2.0,11,,,,,,,,,,,,,,,,
0,20202021,Vancouver Canucks,National Hockey League,1,1,1,44,34,44,-2.0,2,293:47,31.0,65.0,0.0,0.0,04:17,289:18,50.0,3.2,0.0,0.0,0.0,0.0,00:12,9.0,472.0
0,20212022,Philadelphia Flyers,National Hockey League,1,6,3,110,75,110,-15.0,9,724:45,82.0,159.0,0.0,0.0,11:12,713:33,45.71,3.7,1.0,0.0,0.0,0.0,00:00,32.0,1081.0
