,Unnamed: 0,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts,team_switch,fullName,diff
244,0,20182019,Detroit Red Wings,National Hockey League,1,33,16,8.0,62,8.0,0.0,49,163.0,1.0,9.82,2.0,0.0,1123:27,24.0,11.0,132:56,988:52,44.44,1.0,0.0,01:39,16.0,1435.0,False,Gustav Nyquist,
245,0,20182019,San Jose Sharks,National Hockey League,2,5,6,4.0,19,4.0,1.0,11,41.0,1.0,14.63,1.0,0.0,295:39,12.0,1.0,40:29,254:51,75.0,0.0,0.0,00:19,7.0,383.0,True,Gustav Nyquist,-10.0
246,0,20182019,San Jose Sharks,National Hockey League,2,5,6,4.0,19,4.0,1.0,11,41.0,1.0,14.63,1.0,0.0,295:39,12.0,1.0,40:29,254:51,75.0,0.0,0.0,00:19,7.0,383.0,False,Gustav Nyquist,
247,0,20192020,Columbus Blue Jackets,National Hockey League,1,27,15,16.0,70,16.0,4.0,42,151.0,3.0,9.9,3.0,1.0,1262:16,37.0,9.0,180:31,1035:49,51.52,1.0,1.0,45:56,26.0,1594.0,True,Gustav Nyquist,9.0
248,0,20202021,Buffalo Sabres,National Hockey League,1,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,07:57,3.0,0.0,00:00,07:57,0.0,0.0,0.0,00:00,0.0,12.0,False,C.J. Smith,
249,0,20212022,Carolina Hurricanes,National Hockey League,1,0,0,0.0,1,0.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,09:22,1.0,0.0,00:00,09:22,0.0,0.0,0.0,00:00,0.0,10.0,True,C.J. Smith,0.0
250,0,20202021,San Jose Sharks,National Hockey League,1,7,5,13.0,49,13.0,-18.0,12,48.0,0.0,10.4,1.0,1.0,785:24,77.0,0.0,05:31,668:31,43.8,0.0,1.0,111:22,54.0,1041.0,False,Dylan Gambrell,
251,0,20212022,Ottawa Senators,National Hockey League,1,4,3,12.0,63,12.0,2.0,7,58.0,0.0,5.2,0.0,1.0,764:35,103.0,0.0,04:55,670:26,48.84,0.0,1.0,89:14,39.0,1094.0,True,Dylan Gambrell,-2.0
252,0,20152016,Anaheim Ducks,National Hockey League,1,9,4,54.0,56,54.0,-13.0,13,65.0,3.0,6.15,0.0,0.0,637:28,114.0,4.0,79:56,557:17,32.65,0.0,0.0,00:15,2.0,872.0,False,Pat Maroon,
253,0,20152016,Edmonton Oilers,National Hockey League,2,6,8,34.0,16,34.0,6.0,14,39.0,2.0,20.51,1.0,0.0,250:54,37.0,4.0,30:36,220:18,25.0,0.0,0.0,00:00,8.0,318.0,True,Pat Maroon,4.0
254,0,20172018,Edmonton Oilers,National Hockey League,1,16,14,60.0,57,60.0,5.0,30,121.0,0.0,11.57,3.0,0.0,972:40,119.0,3.0,99:57,872:12,47.37,0.0,0.0,00:31,13.0,1181.0,False,Pat Maroon,
255,0,20172018,New Jersey Devils,National Hockey League,2,10,3,13.0,17,13.0,-4.0,13,20.0,1.0,15.0,1.0,0.0,251:00,31.0,4.0,49:24,201:32,40.0,0.0,0.0,00:04,1.0,296.0,True,Pat Maroon,-11.0
256,0,20172018,New Jersey Devils,National Hockey League,2,10,3,13.0,17,13.0,-4.0,13,20.0,1.0,15.0,1.0,0.0,251:00,31.0,4.0,49:24,201:32,40.0,0.0,0.0,00:04,1.0,296.0,False,Pat Maroon,
257,0,20182019,St. Louis Blues,National Hockey League,1,18,10,64.0,74,64.0,-3.0,28,118.0,2.0,8.47,3.0,0.0,1048:33,135.0,11.0,144:22,904:11,40.0,0.0,0.0,00:00,7.0,1287.0,True,Pat Maroon,7.0
258,0,20182019,St. Louis Blues,National Hockey League,1,18,10,64.0,74,64.0,-3.0,28,118.0,2.0,8.47,3.0,0.0,1048:33,135.0,11.0,144:22,904:11,40.0,0.0,0.0,00:00,7.0,1287.0,False,Pat Maroon,
259,0,20192020,Tampa Bay Lightning,National Hockey League,1,14,9,71.0,64,71.0,4.0,23,80.0,1.0,11.3,1.0,0.0,794:29,104.0,3.0,97:20,695:46,66.67,0.0,0.0,01:23,13.0,1038.0,True,Pat Maroon,-1.0
260,0,20162017,Carolina Hurricanes,National Hockey League,1,0,0,0.0,14,0.0,-6.0,0,12.0,0.0,0.0,0.0,0.0,136:00,30.0,0.0,00:19,134:23,60.0,0.0,0.0,01:18,5.0,189.0,False,Patrick Brown,
261,0,20192020,Vegas Golden Knights,National Hockey League,1,0,1,0.0,1,0.0,0.0,1,2.0,0.0,50.0,0.0,0.0,10:04,6.0,0.0,00:00,10:04,0.0,0.0,0.0,00:00,0.0,14.0,True,Patrick Brown,1.0
262,0,20202021,Vegas Golden Knights,National Hockey League,1,0,0,2.0,4,2.0,0.0,0,5.0,0.0,0.0,0.0,0.0,36:23,7.0,0.0,00:00,36:20,69.57,0.0,0.0,00:03,2.0,51.0,False,Patrick Brown,
263,0,20212022,Philadelphia Flyers,National Hockey League,1,5,4,11.0,44,11.0,-16.0,9,51.0,0.0,7.8,0.0,0.0,547:05,100.0,0.0,02:36,468:47,58.45,0.0,0.0,75:42,36.0,852.0,True,Patrick Brown,4.0
264,0,20192020,New York Rangers,National Hockey League,1,1,0,4.0,17,4.0,-8.0,1,13.0,0.0,0.0,0.0,0.0,162:15,20.0,0.0,00:55,127:20,46.59,0.0,0.0,34:00,8.0,256.0,False,Lias Andersson,
265,0,20202021,Los Angeles Kings,National Hockey League,1,3,3,12.0,23,12.0,-4.0,6,23.0,0.0,13.0,0.0,0.0,277:31,8.0,0.0,05:27,263:15,38.46,0.0,0.0,08:49,9.0,397.0,True,Lias Andersson,3.0
266,0,20152016,New York Islanders,National Hockey League,1,42,22,51.0,79,51.0,-4.0,64,202.0,7.0,10.89,4.0,0.0,1438:15,90.0,23.0,235:19,1197:44,36.51,2.0,0.0,05:12,39.0,1708.0,False,Kyle Okposo,
267,0,20162017,Buffalo Sabres,National Hockey League,1,26,19,24.0,65,24.0,-7.0,45,156.0,7.0,12.18,2.0,0.0,1233:03,53.0,23.0,208:24,1016:27,54.55,1.0,0.0,08:12,25.0,1443.0,True,Kyle Okposo,-3.0
268,0,20182019,Arizona Coyotes,National Hockey League,1,3,3,6.0,20,6.0,-10.0,6,40.0,3.0,7.5,1.0,0.0,270:38,2.0,4.0,48:38,221:23,57.98,0.0,0.0,00:37,9.0,369.0,False,Dylan Strome,
269,0,20182019,Chicago Blackhawks,National Hockey League,2,34,17,14.0,58,14.0,2.0,51,105.0,3.0,16.19,2.0,0.0,989:24,11.0,12.0,185:00,803:11,44.92,0.0,0.0,01:13,37.0,1142.0,True,Dylan Strome,14.0
270,0,20162017,Buffalo Sabres,National Hockey League,1,2,0,38.0,42,38.0,-6.0,2,26.0,0.0,0.0,0.0,0.0,311:28,109.0,0.0,01:20,308:50,0.0,0.0,0.0,01:18,5.0,420.0,False,Nicolas Deslauriers,
271,0,20172018,Montréal Canadiens,National Hockey League,1,4,10,55.0,58,55.0,7.0,14,77.0,0.0,12.99,1.0,0.0,672:30,238.0,0.0,01:18,610:00,66.67,0.0,1.0,61:12,30.0,895.0,True,Nicolas Deslauriers,10.0
272,0,20182019,Montréal Canadiens,National Hockey League,1,3,2,22.0,48,22.0,-12.0,5,48.0,0.0,4.17,0.0,1.0,481:49,135.0,0.0,01:31,461:42,100.0,0.0,1.0,18:36,22.0,668.0,False,Nicolas Deslauriers,
273,0,20192020,Anaheim Ducks,National Hockey League,1,6,7,92.0,59,92.0,-1.0,13,64.0,0.0,10.9,1.0,0.0,577:04,137.0,0.0,03:02,572:29,0.0,0.0,0.0,01:33,32.0,790.0,True,Nicolas Deslauriers,5.0
274,0,20212022,Anaheim Ducks,National Hockey League,1,5,5,90.0,61,90.0,-9.0,10,72.0,0.0,6.9,0.0,1.0,710:04,210.0,0.0,02:01,623:08,25.0,0.0,1.0,84:55,34.0,992.0,False,Nicolas Deslauriers,
275,0,20212022,Minnesota Wild,National Hockey League,2,0,3,23.0,20,23.0,-2.0,3,18.0,0.0,16.7,1.0,0.0,210:32,53.0,0.0,00:09,196:23,0.0,0.0,0.0,14:00,15.0,282.0,True,Nicolas Deslauriers,-2.0
276,0,20202021,Nashville Predators,National Hockey League,1,15,13,14.0,49,14.0,13.0,28,91.0,2.0,14.3,2.0,1.0,823:08,30.0,8.0,79:14,646:27,43.16,0.0,1.0,97:27,15.0,1067.0,False,Calle Jarnkrok,
277,0,20212022,Seattle Kraken,National Hockey League,1,14,12,2.0,49,2.0,-15.0,26,82.0,2.0,14.6,1.0,0.0,823:20,28.0,5.0,99:40,660:44,49.43,0.0,0.0,62:56,14.0,1105.0,True,Calle Jarnkrok,-1.0
278,0,20212022,Seattle Kraken,National Hockey League,1,14,12,2.0,49,2.0,-15.0,26,82.0,2.0,14.6,1.0,0.0,823:20,28.0,5.0,99:40,660:44,49.43,0.0,0.0,62:56,14.0,1105.0,False,Calle Jarnkrok,
279,0,20212022,Calgary Flames,National Hockey League,2,4,0,4.0,17,4.0,1.0,4,19.0,0.0,0.0,0.0,0.0,235:09,10.0,1.0,26:22,199:03,53.4,0.0,0.0,09:44,3.0,367.0,True,Calle Jarnkrok,-12.0
280,0,20212022,Philadelphia Flyers,National Hockey League,1,1,0,6.0,7,6.0,-3.0,1,9.0,0.0,0.0,0.0,0.0,68:45,17.0,0.0,00:30,68:14,0.0,0.0,0.0,00:01,1.0,106.0,False,Nicolas Aube-Kubel,
281,0,20212022,Colorado Avalanche,National Hockey League,2,11,11,41.0,67,41.0,14.0,22,78.0,0.0,14.1,2.0,0.0,657:39,123.0,0.0,01:42,653:25,25.0,0.0,0.0,02:32,17.0,925.0,True,Nicolas Aube-Kubel,11.0
282,0,20132014,Anaheim Ducks,National Hockey League,1,27,22,22.0,77,22.0,14.0,49,159.0,7.0,13.84,2.0,0.0,1249:41,28.0,20.0,220:35,898:45,48.83,1.0,0.0,130:21,68.0,1669.0,False,Nick Bonino,
283,0,20142015,Vancouver Canucks,National Hockey League,1,24,15,22.0,75,22.0,7.0,39,149.0,1.0,10.07,6.0,0.0,1269:03,31.0,5.0,140:02,981:37,47.39,0.0,0.0,147:24,90.0,1787.0,True,Nick Bonino,-7.0
284,0,20142015,Vancouver Canucks,National Hockey League,1,24,15,22.0,75,22.0,7.0,39,149.0,1.0,10.07,6.0,0.0,1269:03,31.0,5.0,140:02,981:37,47.39,0.0,0.0,147:24,90.0,1787.0,False,Nick Bonino,
285,0,20152016,Pittsburgh Penguins,National Hockey League,1,20,9,31.0,63,31.0,13.0,29,97.0,2.0,9.28,0.0,1.0,997:51,22.0,2.0,100:25,750:42,50.44,0.0,1.0,146:44,67.0,1424.0,True,Nick Bonino,-6.0
286,0,20162017,Pittsburgh Penguins,National Hockey League,1,19,18,16.0,80,16.0,-5.0,37,142.0,6.0,12.68,1.0,1.0,1332:11,60.0,11.0,138:34,1010:22,47.98,0.0,1.0,183:15,99.0,1883.0,False,Nick Bonino,
287,0,20172018,Nashville Predators,National Hockey League,1,13,12,20.0,71,20.0,4.0,25,83.0,0.0,14.46,0.0,0.0,1110:08,18.0,0.0,48:17,913:55,54.33,0.0,0.0,147:56,72.0,1673.0,True,Nick Bonino,-6.0
288,0,20192020,Nashville Predators,National Hockey League,1,17,18,16.0,67,16.0,17.0,35,104.0,1.0,17.3,3.0,0.0,1106:47,17.0,1.0,96:33,835:43,52.59,0.0,0.0,174:31,89.0,1526.0,False,Nick Bonino,
289,0,20202021,Minnesota Wild,National Hockey League,1,16,10,26.0,55,26.0,0.0,26,66.0,3.0,15.2,2.0,0.0,817:04,11.0,5.0,104:53,609:15,52.82,0.0,0.0,102:56,50.0,1031.0,True,Nick Bonino,-8.0
290,0,20202021,Minnesota Wild,National Hockey League,1,16,10,26.0,55,26.0,0.0,26,66.0,3.0,15.2,2.0,0.0,817:04,11.0,5.0,104:53,609:15,52.82,0.0,0.0,102:56,50.0,1031.0,False,Nick Bonino,
291,0,20212022,San Jose Sharks,National Hockey League,1,10,16,18.0,80,18.0,-25.0,26,137.0,3.0,11.7,0.0,1.0,1335:59,34.0,7.0,147:48,1059:22,51.35,0.0,1.0,128:49,102.0,1876.0,True,Nick Bonino,6.0
292,0,20212022,Florida Panthers,National Hockey League,1,8,6,10.0,42,10.0,2.0,14,73.0,0.0,8.2,0.0,0.0,526:33,62.0,1.0,55:37,470:50,36.54,0.0,0.0,00:06,12.0,695.0,False,Owen Tippett,
293,0,20212022,Philadelphia Flyers,National Hockey League,2,3,4,2.0,21,2.0,-4.0,7,53.0,1.0,7.5,1.0,0.0,319:05,36.0,2.0,51:27,267:28,66.67,0.0,0.0,00:10,4.0,424.0,True,Owen Tippett,-2.0
294,0,20162017,Philadelphia Flyers,National Hockey League,1,4,4,20.0,82,20.0,-1.0,8,90.0,0.0,4.44,0.0,0.0,1063:34,73.0,0.0,04:08,832:30,48.38,0.0,1.0,226:56,70.0,1552.0,False,Pierre-Edouard Bellemare,
295,0,20172018,Vegas Golden Knights,National Hockey League,1,10,6,14.0,72,14.0,5.0,16,92.0,0.0,6.52,1.0,0.0,887:34,41.0,0.0,08:57,724:01,51.15,0.0,0.0,154:36,63.0,1183.0,True,Pierre-Edouard Bellemare,2.0
296,0,20182019,Vegas Golden Knights,National Hockey League,1,9,6,6.0,76,6.0,2.0,15,108.0,0.0,5.56,0.0,2.0,944:40,71.0,0.0,05:53,790:53,54.72,0.0,2.0,147:54,51.0,1196.0,False,Pierre-Edouard Bellemare,
297,0,20192020,Colorado Avalanche,National Hockey League,1,13,9,17.0,69,17.0,2.0,22,85.0,0.0,10.6,0.0,2.0,925:59,43.0,0.0,04:54,777:16,53.04,0.0,4.0,143:49,46.0,1287.0,True,Pierre-Edouard Bellemare,3.0
298,0,20202021,Colorado Avalanche,National Hockey League,1,2,9,21.0,53,21.0,6.0,11,60.0,0.0,15.0,0.0,0.0,600:19,26.0,0.0,04:14,482:39,60.75,0.0,0.0,113:26,36.0,886.0,False,Pierre-Edouard Bellemare,
299,0,20212022,Tampa Bay Lightning,National Hockey League,1,11,9,19.0,80,19.0,24.0,20,72.0,0.0,12.5,1.0,1.0,1100:35,88.0,0.0,02:10,892:06,51.66,0.0,1.0,206:19,44.0,1514.0,True,Pierre-Edouard Bellemare,0.0
300,0,20142015,St. Louis Blues,National Hockey League,1,36,19,51.0,72,51.0,17.0,55,162.0,3.0,11.73,4.0,0.0,1356:02,99.0,13.0,169:53,1090:52,23.08,1.0,0.0,95:17,39.0,1959.0,False,T.J. Oshie,
301,0,20152016,Washington Capitals,National Hockey League,1,25,26,34.0,80,34.0,16.0,51,185.0,11.0,14.05,5.0,0.0,1517:04,134.0,17.0,242:25,1160:40,52.67,0.0,0.0,113:59,62.0,1858.0,True,T.J. Oshie,7.0
302,0,20162017,Chicago Blackhawks,National Hockey League,1,43,31,21.0,82,21.0,18.0,74,211.0,9.0,14.69,5.0,0.0,1596:38,23.0,17.0,257:44,1336:24,20.0,1.0,0.0,02:30,14.0,1817.0,False,Artemi Panarin,
303,0,20172018,Columbus Blue Jackets,National Hockey League,1,55,27,26.0,81,26.0,23.0,82,228.0,7.0,11.84,5.0,0.0,1630:35,15.0,21.0,238:36,1390:12,0.0,1.0,0.0,01:47,19.0,1875.0,True,Artemi Panarin,-4.0
304,0,20182019,Columbus Blue Jackets,National Hockey League,1,59,28,23.0,79,23.0,14.0,87,191.0,6.0,14.66,8.0,0.0,1568:40,14.0,18.0,221:31,1343:45,25.0,4.0,0.0,03:24,17.0,1816.0,False,Artemi Panarin,
305,0,20192020,New York Rangers,National Hockey League,1,63,32,20.0,69,20.0,36.0,95,209.0,7.0,15.3,4.0,0.0,1421:40,25.0,24.0,257:34,1162:43,50.0,0.0,0.0,01:23,18.0,1496.0,True,Artemi Panarin,4.0
306,0,20202021,Minnesota Wild,National Hockey League,1,1,0,0.0,4,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,46:58,7.0,1.0,04:53,42:05,0.0,0.0,0.0,00:00,4.0,58.0,False,Gerry Mayhew,
307,0,20212022,Philadelphia Flyers,National Hockey League,1,0,6,10.0,25,10.0,-5.0,6,31.0,1.0,19.4,0.0,0.0,303:54,37.0,1.0,15:56,287:58,40.0,0.0,0.0,00:00,17.0,454.0,True,Gerry Mayhew,6.0
308,0,20212022,Philadelphia Flyers,National Hockey League,1,0,6,10.0,25,10.0,-5.0,6,31.0,1.0,19.4,0.0,0.0,303:54,37.0,1.0,15:56,287:58,40.0,0.0,0.0,00:00,17.0,454.0,False,Gerry Mayhew,
309,0,20212022,Anaheim Ducks,National Hockey League,2,1,5,8.0,15,8.0,-1.0,6,22.0,0.0,22.7,0.0,0.0,223:07,21.0,0.0,21:18,201:49,20.0,0.0,0.0,00:00,9.0,295.0,True,Gerry Mayhew,-1.0
310,0,20202021,Detroit Red Wings,National Hockey League,1,9,6,20.0,54,20.0,3.0,15,67.0,0.0,9.0,1.0,0.0,799:26,68.0,0.0,05:17,663:13,60.88,0.0,0.0,130:56,57.0,1152.0,False,Luke Glendening,
311,0,20212022,Dallas Stars,National Hockey League,1,7,9,15.0,82,15.0,-17.0,16,116.0,0.0,7.8,1.0,0.0,1157:29,179.0,0.0,03:00,972:33,58.7,0.0,2.0,181:56,59.0,1804.0,True,Luke Glendening,3.0
312,0,20192020,Toronto Maple Leafs,National Hockey League,1,1,0,0.0,4,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,32:20,3.0,0.0,00:42,31:38,100.0,0.0,0.0,00:00,0.0,44.0,False,Mason Marchment,
313,0,20202021,Florida Panthers,National Hockey League,1,8,2,18.0,33,18.0,4.0,10,50.0,0.0,4.0,0.0,0.0,466:29,73.0,0.0,28:45,436:09,38.24,0.0,0.0,01:35,8.0,611.0,True,Mason Marchment,2.0
314,0,20192020,Florida Panthers,National Hockey League,1,8,4,12.0,36,12.0,-6.0,12,47.0,1.0,8.5,0.0,0.0,444:50,26.0,1.0,35:08,401:00,39.88,0.0,1.0,08:42,13.0,611.0,False,Denis Malgin,
315,0,20192020,Toronto Maple Leafs,National Hockey League,2,0,0,2.0,8,2.0,-3.0,0,3.0,0.0,0.0,0.0,0.0,82:45,9.0,0.0,04:16,78:29,0.0,0.0,0.0,00:00,3.0,114.0,True,Denis Malgin,-4.0
316,0,20202021,Toronto Maple Leafs,National Hockey League,1,18,15,28.0,43,28.0,19.0,33,115.0,3.0,13.0,4.0,0.0,832:41,69.0,5.0,64:50,683:27,32.73,0.0,0.0,84:24,21.0,984.0,False,Zach Hyman,
317,0,20212022,Edmonton Oilers,National Hockey League,1,27,27,36.0,76,36.0,-9.0,54,213.0,5.0,12.7,4.0,1.0,1479:20,74.0,10.0,182:24,1162:01,48.24,1.0,4.0,134:55,31.0,1701.0,True,Zach Hyman,12.0
318,0,20172018,Carolina Hurricanes,National Hockey League,1,28,16,18.0,81,18.0,-8.0,44,153.0,6.0,10.46,4.0,0.0,1449:19,98.0,9.0,212:16,1128:14,54.48,1.0,1.0,108:49,41.0,1924.0,False,Elias Lindholm,
319,0,20182019,Calgary Flames,National Hockey League,1,51,27,20.0,81,20.0,30.0,78,182.0,9.0,14.84,5.0,1.0,1623:07,82.0,26.0,259:07,1178:22,54.32,0.0,4.0,185:38,39.0,2062.0,True,Elias Lindholm,11.0
320,0,20162017,Ottawa Senators,National Hockey League,1,0,0,2.0,4,2.0,0.0,0,4.0,0.0,0.0,0.0,0.0,27:47,9.0,0.0,00:00,27:47,0.0,0.0,0.0,00:00,0.0,49.0,False,Buddy Robinson,
321,0,20192020,Calgary Flames,National Hockey League,1,0,1,7.0,5,7.0,0.0,1,6.0,0.0,16.7,0.0,0.0,61:11,14.0,0.0,00:00,58:36,0.0,0.0,0.0,02:35,5.0,85.0,True,Buddy Robinson,1.0
322,0,20202021,Calgary Flames,National Hockey League,1,0,0,0.0,9,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,64:14,14.0,0.0,00:05,64:09,33.33,0.0,0.0,00:00,0.0,103.0,False,Buddy Robinson,
323,0,20212022,Anaheim Ducks,National Hockey League,1,5,1,19.0,32,19.0,2.0,6,38.0,0.0,2.6,0.0,0.0,295:54,56.0,0.0,00:18,277:03,0.0,0.0,0.0,18:33,12.0,436.0,True,Buddy Robinson,1.0
324,0,20112012,Ottawa Senators,National Hockey League,1,32,15,124.0,82,124.0,2.0,47,153.0,1.0,9.8,3.0,0.0,1200:53,196.0,4.0,108:35,1078:38,41.61,0.0,0.0,13:40,30.0,1673.0,False,Nick Foligno,
325,0,20122013,Columbus Blue Jackets,National Hockey League,1,13,6,28.0,45,28.0,6.0,19,69.0,1.0,8.7,2.0,0.0,743:36,99.0,3.0,89:12,650:28,33.33,1.0,0.0,03:56,33.0,945.0,True,Nick Foligno,-9.0
326,0,20202021,Columbus Blue Jackets,National Hockey League,1,9,7,28.0,42,28.0,-3.0,16,73.0,1.0,9.6,0.0,0.0,762:20,109.0,2.0,91:00,603:35,47.11,0.0,3.0,67:45,35.0,920.0,False,Nick Foligno,
327,0,20202021,Toronto Maple Leafs,National Hockey League,2,4,0,4.0,7,4.0,5.0,4,8.0,0.0,0.0,0.0,0.0,108:19,24.0,0.0,03:24,91:49,15.79,0.0,0.0,13:06,2.0,155.0,True,Nick Foligno,-7.0
328,0,20202021,Toronto Maple Leafs,National Hockey League,2,4,0,4.0,7,4.0,5.0,4,8.0,0.0,0.0,0.0,0.0,108:19,24.0,0.0,03:24,91:49,15.79,0.0,0.0,13:06,2.0,155.0,False,Nick Foligno,
329,0,20212022,Boston Bruins,National Hockey League,1,11,2,61.0,64,61.0,-13.0,13,99.0,0.0,2.0,0.0,0.0,797:40,164.0,1.0,70:42,701:51,56.41,0.0,0.0,25:07,31.0,1073.0,True,Nick Foligno,2.0
330,0,20202021,Los Angeles Kings,National Hockey League,1,2,0,2.0,20,2.0,-5.0,2,19.0,0.0,0.0,0.0,0.0,248:48,2.0,1.0,31:11,215:10,51.02,0.0,0.0,02:27,15.0,339.0,False,Michael Amadio,
331,0,20202021,Ottawa Senators,National Hockey League,2,1,0,2.0,5,2.0,2.0,1,5.0,0.0,0.0,0.0,0.0,64:57,6.0,0.0,02:38,62:19,46.34,0.0,0.0,00:00,1.0,80.0,True,Michael Amadio,0.0
332,0,20202021,Ottawa Senators,National Hockey League,2,1,0,2.0,5,2.0,2.0,1,5.0,0.0,0.0,0.0,0.0,64:57,6.0,0.0,02:38,62:19,46.34,0.0,0.0,00:00,1.0,80.0,False,Michael Amadio,
333,0,20212022,Toronto Maple Leafs,National Hockey League,1,0,0,0.0,3,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,27:29,3.0,0.0,00:00,27:12,0.0,0.0,0.0,00:17,0.0,38.0,True,Michael Amadio,0.0
334,0,20212022,Toronto Maple Leafs,National Hockey League,1,0,0,0.0,3,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,27:29,3.0,0.0,00:00,27:12,0.0,0.0,0.0,00:17,0.0,38.0,False,Michael Amadio,
335,0,20212022,Vegas Golden Knights,National Hockey League,2,7,11,15.0,53,15.0,0.0,18,62.0,0.0,17.7,2.0,0.0,653:28,39.0,0.0,02:54,640:43,42.86,0.0,0.0,09:51,16.0,848.0,True,Michael Amadio,11.0
336,0,20152016,Columbus Blue Jackets,National Hockey League,1,20,6,25.0,38,25.0,-4.0,26,88.0,1.0,6.82,0.0,0.0,659:10,58.0,11.0,113:17,533:12,52.27,0.0,0.0,12:41,12.0,813.0,False,Ryan Johansen,
337,0,20152016,Nashville Predators,National Hockey League,2,26,8,36.0,42,36.0,10.0,34,97.0,3.0,8.25,2.0,0.0,745:51,57.0,11.0,112:30,632:05,52.38,0.0,0.0,01:16,18.0,932.0,True,Ryan Johansen,2.0
338,0,20202021,Toronto Maple Leafs,National Hockey League,1,1,4,0.0,11,0.0,4.0,5,10.0,1.0,40.0,0.0,1.0,117:27,14.0,1.0,01:25,111:15,41.18,0.0,1.0,04:47,2.0,171.0,False,Adam Brooks,
339,0,20212022,Montréal Canadiens,National Hockey League,1,1,0,0.0,4,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,42:14,6.0,0.0,01:21,39:06,16.67,0.0,0.0,01:47,0.0,58.0,True,Adam Brooks,-4.0
340,0,20212022,Montréal Canadiens,National Hockey League,1,1,0,0.0,4,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,42:14,6.0,0.0,01:21,39:06,16.67,0.0,0.0,01:47,0.0,58.0,False,Adam Brooks,
341,0,20212022,Vegas Golden Knights,National Hockey League,2,0,2,2.0,7,2.0,3.0,2,5.0,0.0,40.0,2.0,0.0,76:55,2.0,0.0,02:27,74:20,58.62,0.0,0.0,00:08,2.0,105.0,True,Adam Brooks,2.0
342,0,20212022,Vegas Golden Knights,National Hockey League,2,0,2,2.0,7,2.0,3.0,2,5.0,0.0,40.0,2.0,0.0,76:55,2.0,0.0,02:27,74:20,58.62,0.0,0.0,00:08,2.0,105.0,False,Adam Brooks,
343,0,20212022,Winnipeg Jets,National Hockey League,3,0,0,0.0,14,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,104:26,3.0,0.0,02:20,101:37,50.0,0.0,0.0,00:29,4.0,147.0,True,Adam Brooks,-2.0
344,0,20202021,Boston Bruins,National Hockey League,1,5,4,20.0,47,20.0,-10.0,9,88.0,0.0,4.5,2.0,0.0,661:23,99.0,0.0,02:04,570:38,57.39,0.0,1.0,88:41,21.0,875.0,False,Sean Kuraly,
345,0,20212022,Columbus Blue Jackets,National Hockey League,1,16,14,61.0,77,61.0,2.0,30,121.0,0.0,11.6,0.0,0.0,1221:13,240.0,1.0,14:49,1024:14,49.45,0.0,1.0,182:10,51.0,1676.0,True,Sean Kuraly,10.0
346,0,20172018,Detroit Red Wings,National Hockey League,1,12,16,24.0,62,24.0,-8.0,28,140.0,8.0,11.43,3.0,0.0,1037:52,45.0,11.0,141:59,894:36,11.11,1.0,0.0,01:17,24.0,1408.0,False,Tomas Tatar,
347,0,20172018,Vegas Golden Knights,National Hockey League,2,2,4,10.0,20,10.0,-11.0,6,34.0,1.0,11.76,1.0,0.0,295:54,22.0,2.0,39:33,255:55,16.67,0.0,0.0,00:26,5.0,362.0,True,Tomas Tatar,-12.0
348,0,20172018,Vegas Golden Knights,National Hockey League,2,2,4,10.0,20,10.0,-11.0,6,34.0,1.0,11.76,1.0,0.0,295:54,22.0,2.0,39:33,255:55,16.67,0.0,0.0,00:26,5.0,362.0,False,Tomas Tatar,
349,0,20182019,Montréal Canadiens,National Hockey League,1,33,25,34.0,80,34.0,21.0,58,195.0,4.0,12.82,4.0,0.0,1312:45,77.0,8.0,180:50,1129:23,25.64,0.0,0.0,02:32,30.0,1737.0,True,Tomas Tatar,21.0
350,0,20202021,Montréal Canadiens,National Hockey League,1,20,10,8.0,50,8.0,0.0,30,82.0,2.0,12.2,1.0,0.0,749:21,63.0,8.0,100:27,647:03,44.44,0.0,0.0,01:51,20.0,1015.0,False,Tomas Tatar,
351,0,20212022,New Jersey Devils,National Hockey League,1,15,15,22.0,76,22.0,-22.0,30,132.0,2.0,11.4,1.0,0.0,1127:15,75.0,5.0,141:43,985:05,38.0,0.0,0.0,00:27,28.0,1613.0,True,Tomas Tatar,5.0
352,0,20192020,Calgary Flames,National Hockey League,1,2,5,14.0,56,14.0,-12.0,7,38.0,0.0,13.2,0.0,0.0,621:29,14.0,0.0,06:56,500:21,44.71,0.0,0.0,114:12,33.0,870.0,False,Mark Jankowski,
