,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Belle Tire Peewee Major AAA,T1EPHL,10196101,13,15,8.0,21,8,28,
0,20132014,Honeybaked Bantam Minor AAA,HPMBHL,148516,14,10,16.0,20,16,24,
0,20142015,Honeybaked Bantam Major AAA,Bantam,122935,49,38,,68,,87,
0,20152016,Chicago Mission 16U AAA,NAPHL 16U,97230,0,1,2.0,5,2,1,
0,20152016,Chicago Mission 16U AAA,HPHL 16U,97841,6,9,12.0,22,12,15,
0,20152016,Team Gold,USA-S15,178033,2,2,,5,,4,
0,20162017,U.S. National U18 Team,USDP,19564,0,0,2.0,1,2,0,
0,20162017,U.S. National U17 Team,USDP,19734,11,8,48.0,56,48,19,
0,20162017,USNTDP Juniors,USHL,52486,3,3,10.0,34,10,6,-20.0
0,20162017,USA U17,WHC-17,61270,4,2,2.0,5,2,6,
0,20172018,USA U18,WJC-18,17253,0,0,4.0,7,4,0,-1.0
0,20172018,U.S. National U18 Team,USDP,19564,29,12,65.0,61,65,41,
0,20172018,USNTDP Juniors,USHL,52486,13,3,16.0,25,16,16,19.0
0,20182019,Saginaw Spirit,OHL,9488,51,19,38.0,62,38,70,28.0
0,20192020,Bridgeport Islanders,AHL,827,2,0,10.0,20,10,2,-5.0
0,20192020,Saginaw Spirit,OHL,9488,7,4,14.0,11,14,11,0.0
0,20202021,Bridgeport Islanders,AHL,827,3,3,6.0,22,6,6,-3.0
0,20212022,Västerviks IK,HockeyAllsvenskan,6230,9,1,8.0,40,8,10,0.0
