,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Chicago Mission Bantam Minor AAA,T1EMBHL,141690,11,13,34.0,30,34,0.0,24,,,,,,,,,,,,,,,,
0,20082009,Chicago Mission Bantam Major AAA,T1EBHL,141299,17,13,62.0,31,62,0.0,30,,,,,,,,,,,,,,,,
0,20092010,Chi. Mission,T1EHL,1,19,25,64.0,38,64,,44,,,,,,,,,,,,,,,,
0,20092010,Chi. Mission,Exhib.,2,30,21,,25,,,51,,,,,,,,,,,,,,,,
0,20102011,USNTDP,USHL,1,8,12,59.0,35,59,-5.0,20,69.0,1.0,17.39,3.0,1.0,,,,,,,,,,,
0,20102011,USNTDP,U-17,2,5,9,12.0,17,12,,14,,,,,,,,,,,,,,,,
0,20102011,USNTDP,U-18,3,0,0,4.0,2,4,,0,,,,,,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,9,7,46.0,24,46,6.0,16,66.0,2.0,10.61,1.0,0.0,,,,,,,,,,,
0,20112012,USNTDP,U-18,2,16,9,90.0,35,90,,25,,,,,,,,,,,,,,,,
0,20122013,Plymouth,OHL,1,37,23,120.0,56,120,29.0,60,,5.0,,,2.0,,,,,,,,,,,
0,20132014,Plymouth,OHL,1,28,26,91.0,52,91,-14.0,54,,8.0,,1.0,2.0,,,,,,,,,,,
0,20132014,Rockford,AHL,2,4,3,8.0,9,8,-1.0,7,16.0,1.0,18.8,1.0,0.0,,,,,,,,,,,
0,20132014,U.S.A.,WJC-A,3,2,2,4.0,5,4,2.0,4,16.0,1.0,,0.0,0.0,,,,,,,,,,,
0,20142015,Chicago Blackhawks,National Hockey League,1,0,0,2.0,5,2,-1.0,0,8.0,0.0,0.0,0.0,0.0,41:26,11.0,0.0,00:11,41:15,0.0,0.0,0.0,00:00,2.0,65.0
0,20142015,Rockford,AHL,2,24,13,120.0,69,120,14.0,37,173.0,3.0,7.5,2.0,0.0,,,,,,,,,,,
0,20152016,Chicago Blackhawks,National Hockey League,1,1,0,0.0,3,0,-1.0,1,3.0,0.0,0.0,0.0,0.0,27:43,5.0,0.0,00:00,27:43,25.0,0.0,0.0,00:00,3.0,43.0
0,20152016,Rockford,AHL,2,20,15,129.0,61,129,16.0,35,171.0,2.0,8.8,2.0,1.0,,,,,,,,,,,
0,20152016,Rockford IceHogs,AHL,8267,20,15,129.0,61,129,16.0,35,,,,,,,,,,,,,,,,
0,20162017,Chicago Blackhawks,National Hockey League,1,12,19,70.0,76,70,13.0,31,170.0,1.0,11.18,4.0,0.0,970:18,121.0,1.0,39:32,923:53,40.32,1.0,0.0,06:53,30.0,1296.0
0,20172018,Chicago Blackhawks,National Hockey League,1,17,8,58.0,57,58,5.0,25,96.0,1.0,8.33,0.0,0.0,729:49,94.0,2.0,49:23,679:50,46.15,0.0,0.0,00:36,25.0,950.0
0,20172018,Nashville Predators,National Hockey League,2,3,3,14.0,21,14,-4.0,6,33.0,0.0,9.09,2.0,0.0,289:02,19.0,0.0,02:14,263:39,37.5,0.0,0.0,23:09,13.0,420.0
0,20182019,Nashville Predators,National Hockey League,1,10,10,44.0,64,44,7.0,20,113.0,0.0,8.85,2.0,0.0,859:57,69.0,0.0,21:17,804:25,15.38,0.0,0.0,34:15,21.0,1188.0
0,20182019,Philadelphia Flyers,National Hockey League,2,4,2,30.0,19,30,-6.0,6,32.0,0.0,6.25,0.0,0.0,228:50,38.0,0.0,00:32,227:58,66.67,0.0,0.0,00:20,18.0,288.0
0,20192020,Minnesota Wild,National Hockey League,1,11,9,69.0,69,69,4.0,20,114.0,1.0,7.9,1.0,0.0,845:38,44.0,1.0,06:00,765:05,54.61,0.0,0.0,74:33,54.0,1128.0
0,20202021,Minnesota Wild,National Hockey League,1,15,7,33.0,51,33,0.0,22,74.0,0.0,9.5,2.0,1.0,768:38,55.0,3.0,58:24,641:47,41.51,0.0,2.0,68:27,33.0,910.0
0,20212022,Minnesota Wild,National Hockey League,1,31,34,95.0,82,95,31.0,65,239.0,1.0,14.2,7.0,0.0,1490:48,72.0,8.0,192:26,1214:00,44.84,1.0,0.0,84:22,48.0,1637.0
0,20212022,USA,WC,17215,0,1,6.0,5,6,1.0,1,,,,,,,,,,,,,,,,
