,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Winnipeg Jr. Jets (Brick),Brick Invitational,128806,2,3,0,6,0,5,,,,,,,,,,,,,,,,,
0,20142015,Western Canada Selects U13,WSI U13,206627,7,8,2,9,2,15,,,,,,,,,,,,,,,,,
0,20152016,Winnipeg Monarchs U14 AAA,WAAA U14,129707,21,48,12,29,12,69,,,,,,,,,,,,,,,,,
0,20152016,Western Canada Selects U14,WSI U14,206408,3,4,0,7,0,7,,,,,,,,,,,,,,,,,
0,20162017,Rink Hockey Academy Winnipeg U15,CSSHL U15,228023,24,42,20,30,20,66,,,,,,,,,,,,,,,,,
0,20162017,Rink Hockey Academy Winnipeg U18,CSSHL U18,228986,0,2,8,6,8,2,,,,,,,,,,,,,,,,,
0,20172018,Portland Winterhawks,WHL,8511,2,0,0,11,0,2,-4.0,,,,,,,,,,,,,,,,
0,20172018,Rink Hockey Academy Winnipeg U18,CSSHL U18,228986,28,32,16,32,16,60,,,,,,,,,,,,,,,,,
0,20182019,Portland Winterhawks,WHL,8511,23,16,19,61,19,39,12.0,,,,,,,,,,,,,,,,
0,20182019,Canada Red U17,WHC-17,163770,3,2,2,6,2,5,,,,,,,,,,,,,,,,,
0,20192020,Portland Winterhawks,WHL,8511,56,42,24,58,24,98,53.0,,,,,,,,,,,,,,,,
0,20192020,Canada U18,Hlinka Gretzky Cup,144760,2,2,8,5,8,4,1.0,,,,,,,,,,,,,,,,
0,20202021,Chicago Wolves,AHL,957,4,7,4,9,4,11,8.0,,,,,,,,,,,,,,,,
0,20202021,Portland Winterhawks,WHL,8511,12,15,15,24,15,27,6.0,,,,,,,,,,,,,,,,
0,20212022,Carolina Hurricanes,National Hockey League,1,23,17,18,68,18,40,11.0,943:30,110.0,69.0,2.0,6.0,92:09,850:41,44.0,15.5,4.0,1.0,0.0,0.0,00:40,21.0,1237.0
