,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,St. Albert Sabres U15 AAA,AEHL U15,55949,9,6,12,35,12,15,
0,20172018,Northern Alberta Xtreme U16 Prep,CSSHL U16,212564,3,2,0,5,0,5,
0,20172018,Western Canada Selects U15,WSI U15,238960,1,1,0,8,0,2,
0,20172018,Northern Alberta Xtreme U15 Prep,CSSHL U15,246283,21,24,12,30,12,45,
0,20182019,Vancouver Giants,WHL,9661,0,0,0,6,0,0,0.0
0,20182019,Team Alberta,CWG,90785,3,3,0,6,0,6,
0,20182019,Northern Alberta Xtreme U18 Prep,CSSHL U18,228966,15,13,48,31,48,28,
0,20192020,Vancouver Giants,WHL,9661,3,5,14,44,14,8,-2.0
0,20202021,Vancouver Giants,WHL,9661,9,7,26,22,26,16,-3.0
0,20212022,Vancouver Giants,WHL,9661,17,26,58,60,58,43,-5.0
0,20212022,Canada U20,WJC-20,17216,2,1,0,7,0,3,1.0
