,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Valley West Hawks,BCMML,42632,2,1,0,4,0,0.0,3,,,,,,,,,,,,,,,,
0,20112012,Valley West,BCMML,1,24,19,6,39,6,,43,,,,,,,,,,,,,,,,
0,20122013,Richmond,PJHL,1,28,21,4,43,4,,49,,,,,,,,,,,,,,,,
0,20122013,Merritt,BCHL,2,2,0,0,2,0,,2,0.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,Surrey,BCHL,1,33,29,8,57,8,,62,8.0,3.0,0.0,,,,,,,,,,,,,
0,20142015,U. of Denver,NCHC,1,29,16,10,40,10,,45,5.0,4.0,0.0,,,,,,,,,,,,,
0,20152016,U. of Denver,NCHC,1,28,20,10,41,10,19.0,48,4.0,1.0,1.0,115.0,17.4,,,,,,,,,,,
0,20152016,Providence,AHL,2,2,0,2,2,2,1.0,2,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
0,20152016,Providence Bruins,AHL,897,2,0,2,2,2,1.0,2,,,,,,,,,,,,,,,,
0,20152016,Univ. of Denver,NCAA,20900,28,20,10,41,10,19.0,48,,,,,,,,,,,,,,,,
0,20162017,Boston Bruins,National Hockey League,1,0,0,2,8,2,-3.0,0,0.0,0.0,0.0,7.0,0.0,105:52,6.0,0.0,14:10,91:02,0.0,0.0,0.0,00:40,2.0,129.0
0,20162017,Providence Bruins,AHL,897,30,14,14,64,14,1.0,44,,,,,,,,,,,,,,,,
0,20172018,Boston Bruins,National Hockey League,1,31,16,16,77,16,10.0,47,2.0,4.0,1.0,135.0,11.85,1156:42,45.0,12.0,154:33,980:26,43.48,0.0,1.0,21:43,33.0,1461.0
0,20172018,Providence Bruins,AHL,897,7,1,2,4,2,5.0,8,,,,,,,,,,,,,,,,
0,20182019,Boston Bruins,National Hockey League,1,23,11,16,77,16,13.0,34,1.0,2.0,0.0,114.0,9.65,1075:44,54.0,7.0,105:36,960:14,16.67,0.0,0.0,09:54,36.0,1345.0
0,20192020,Boston Bruins,National Hockey League,1,15,7,8,58,8,3.0,22,3.0,2.0,0.0,90.0,7.8,822:20,33.0,6.0,126:49,691:08,41.67,0.0,0.0,04:23,32.0,992.0
0,20192020,Anaheim Ducks,National Hockey League,2,1,3,2,9,2,-5.0,4,0.0,0.0,0.0,19.0,15.8,147:09,2.0,0.0,18:53,124:44,0.0,0.0,0.0,03:32,2.0,180.0
0,20202021,Anaheim Ducks,National Hockey League,1,7,7,0,43,0,-9.0,14,1.0,1.0,0.0,76.0,9.2,634:52,32.0,1.0,38:55,541:07,14.29,0.0,0.0,54:50,30.0,866.0
0,20212022,Pittsburgh Penguins,National Hockey League,1,15,18,16,76,16,6.0,33,3.0,1.0,0.0,138.0,13.0,966:11,66.0,4.0,88:21,877:07,0.0,0.0,0.0,00:43,33.0,1307.0
