,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,South Shore,NSMHL,1,7,5,58,32,58,12,,,,,,,,,,,,,,,,,
0,20102011,Yarmouth,MJrHL,2,0,0,2,1,2,0,,,,,,,,,,,,,,,,,
0,20112012,P.E.I.,QMJHL,1,7,2,34,62,34,9,0.0,0.0,0.0,-23.0,,,,,,,,,,,,,
0,20122013,P.E.I.,QMJHL,1,13,3,90,68,90,16,0.0,1.0,0.0,7.0,81.0,3.7,,,,,,,,,,,
0,20132014,Charlottetown,QMJHL,1,9,3,52,39,52,12,1.0,0.0,0.0,-2.0,101.0,3.0,,,,,,,,,,,
0,20132014,Val-d'Or,QMJHL,2,8,2,16,26,16,10,0.0,0.0,0.0,22.0,65.0,3.1,,,,,,,,,,,
0,20142015,Quebec,QMJHL,1,24,15,49,50,49,39,4.0,1.0,1.0,17.0,160.0,9.4,,,,,,,,,,,
0,20152016,Hartford,AHL,1,12,9,53,74,53,21,0.0,1.0,1.0,6.0,150.0,6.0,,,,,,,,,,,
0,20152016,Hartford Wolf Pack,AHL,847,12,9,53,74,53,21,,,,6.0,,,,,,,,,,,,,
0,20162017,Hartford Wolf Pack,AHL,847,22,8,69,76,69,30,,,,-17.0,,,,,,,,,,,,,
0,20172018,Hartford Wolf Pack,AHL,847,7,4,66,57,66,11,,,,-15.0,,,,,,,,,,,,,
0,20172018,San Antonio Rampage,AHL,8497,5,1,7,21,7,6,,,,-5.0,,,,,,,,,,,,,
0,20182019,Colorado Avalanche,National Hockey League,1,2,3,2,26,2,5,0.0,0.0,0.0,4.0,26.0,11.54,288:42,32.0,0.0,00:03,257:02,0.0,0.0,0.0,31:37,51.0,405.0
0,20182019,Colorado Eagles,AHL,8957,7,2,26,32,26,9,,,,4.0,,,,,,,,,,,,,
0,20192020,Colorado Avalanche,National Hockey League,1,17,9,45,69,45,26,0.0,0.0,0.0,40.0,134.0,6.7,1307:03,112.0,0.0,04:06,1109:46,0.0,0.0,2.0,193:11,150.0,1580.0
0,20202021,Colorado Avalanche,National Hockey League,1,13,2,55,54,55,15,0.0,0.0,0.0,15.0,101.0,2.0,1029:01,77.0,0.0,02:46,847:18,0.0,0.0,0.0,178:57,91.0,1248.0
0,20212022,New Jersey Devils,National Hockey League,1,22,6,24,75,24,28,0.0,0.0,0.0,-9.0,111.0,5.4,1554:09,90.0,0.0,04:40,1366:25,0.0,0.0,0.0,183:04,135.0,1859.0
0,20212022,Canada,WC,17155,5,2,0,10,0,7,,,,8.0,,,,,,,,,,,,,
