,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,SKA-1946 St. Petersburg,MHL,49762,4,6,10,29,10,3.0,10,,,,,,,,,,,,,,,,
0,20112012,Russia U18,WJC-18,17523,1,1,0,6,0,4.0,2,,,,,,,,,,,,,,,,
0,20112012,SKA-1946 St. Petersburg,MHL,49762,21,18,16,48,16,12.0,39,,,,,,,,,,,,,,,,
0,20112012,Russia U18 |WJAC-19|,WJAC-19,87382,1,1,4,4,4,,2,,,,,,,,,,,,,,,,
0,20122013,SKA-Neva St. Petersburg,VHL,46357,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20122013,SKA-1946 St. Petersburg,MHL,49762,42,39,14,64,14,38.0,81,,,,,,,,,,,,,,,,
0,20132014,SKA St. Petersburg,KHL,2434,0,1,2,5,2,-1.0,1,,,,,,,,,,,,,,,,
0,20132014,Russia U20,WJC-20,17546,3,3,4,7,4,3.0,6,,,,,,,,,,,,,,,,
0,20132014,SKA-Neva St. Petersburg,VHL,46357,3,7,8,21,8,0.0,10,,,,,,,,,,,,,,,,
0,20132014,SKA-1946 St. Petersburg,MHL,49762,12,4,4,13,4,2.0,16,,,,,,,,,,,,,,,,
0,20142015,SKA St. Petersburg,KHL,2434,2,4,0,15,0,3.0,6,,,,,,,,,,,,,,,,
0,20142015,SKA-Neva St. Petersburg,VHL,46357,1,2,6,13,6,-3.0,3,,,,,,,,,,,,,,,,
0,20142015,SKA-1946 St. Petersburg,MHL,49762,15,16,6,21,6,12.0,31,,,,,,,,,,,,,,,,
0,20152016,SKA St. Petersburg,KHL,2434,11,6,4,40,4,8.0,17,,,,,,,,,,,,,,,,
0,20152016,SKA-Neva St. Petersburg,VHL,46357,1,3,0,3,0,0.0,4,,,,,,,,,,,,,,,,
0,20162017,SKA St. Petersburg,KHL,2434,12,13,10,55,10,20.0,25,,,,,,,,,,,,,,,,
0,20162017,Russia,WC,17485,3,0,2,10,2,2.0,3,,,,,,,,,,,,,,,,
0,20162017,Russia,EHT,64546,2,1,0,6,0,1.0,3,,,,,,,,,,,,,,,,
0,20172018,SKA St. Petersburg,KHL,2434,12,10,4,46,4,17.0,22,,,,,,,,,,,,,,,,
0,20172018,Russia,OG,17252,1,1,2,6,2,2.0,2,,,,,,,,,,,,,,,,
0,20172018,Russia,WC,17485,4,4,2,8,2,6.0,8,,,,,,,,,,,,,,,,
0,20172018,Russia,EHT,64546,0,0,0,7,0,1.0,0,,,,,,,,,,,,,,,,
0,20182019,SKA St. Petersburg,KHL,2434,29,17,12,58,12,34.0,46,,,,,,,,,,,,,,,,
0,20182019,Russia,WC,17485,3,0,2,10,2,5.0,3,,,,,,,,,,,,,,,,
0,20182019,Russia,EHT,64546,2,0,0,7,0,1.0,2,,,,,,,,,,,,,,,,
0,20192020,SKA St. Petersburg,KHL,2434,9,11,22,43,22,-5.0,20,,,,,,,,,,,,,,,,
0,20192020,Russia,EHT,64546,0,0,0,1,0,-3.0,0,,,,,,,,,,,,,,,,
0,20202021,Toronto Maple Leafs,National Hockey League,1,1,0,4,13,4,1.0,1,112:03,11.0,5.0,0.0,0.0,00:14,111:49,0.0,0.0,0.0,0.0,0.0,0.0,00:00,5.0,152.0
0,20202021,San Jose Sharks,National Hockey League,2,4,3,2,9,2,0.0,7,158:49,12.0,2.0,1.0,1.0,29:14,129:35,0.0,25.0,1.0,0.0,0.0,0.0,00:00,9.0,177.0
0,20202021,Toronto Marlies,AHL,13377,3,2,0,2,0,2.0,5,,,,,,,,,,,,,,,,
0,20202021,Russia,WC,17485,4,4,2,8,2,5.0,8,,,,,,,,,,,,,,,,
0,20202021,San Jose Barracuda,AHL,187427,0,0,0,2,0,-2.0,0,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,29,10,14,70,14,-5.0,39,1202:39,103.0,53.0,2.0,8.0,129:45,1072:42,0.0,9.7,1.0,1.0,0.0,0.0,00:12,39.0,1492.0
