,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Pelicans U16,Jr. C SM-sarja,80712,3,2,10,20,10,5,
0,20152016,Pelicans U18,U18 SM-sarja,65731,0,0,0,1,0,0,
0,20152016,Pelicans U17,U17 SM-sarja,68776,25,10,24,45,24,35,
0,20162017,Pelicans U20,U20 SM-sarja,22970,1,0,2,5,2,1,2.0
0,20162017,Pelicans U18,U18 SM-sarja,65731,19,4,32,44,32,23,
0,20172018,Pelicans U20,U20 SM-sarja,22970,20,4,22,43,22,24,1.0
0,20172018,Peliitat,Mestis,31337,4,0,2,11,2,4,-7.0
0,20182019,Pelicans,Liiga,929,6,1,4,27,4,7,12.0
0,20182019,Pelicans U20,U20 SM-sarja,22970,5,2,14,13,14,7,2.0
0,20182019,Peliitat,Mestis,31337,12,1,35,21,35,13,-4.0
0,20192020,Pelicans,Champions HL,552,0,0,6,6,6,0,-2.0
0,20192020,Pelicans,Liiga,929,1,0,14,24,14,1,-9.0
0,20192020,Pelicans U20,U20 SM-sarja,22970,3,1,6,6,6,4,2.0
0,20192020,Peliitat,Mestis,31337,8,2,26,26,26,10,3.0
0,20202021,Tappara,Liiga,959,14,5,16,59,16,19,1.0
0,20212022,Tappara,Champions HL,582,3,1,10,12,10,4,5.0
0,20212022,Tappara,Liiga,959,19,4,57,54,57,23,18.0
