,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Québec Typhon Midget Espoir,QMEAA,127006,44,32,92,35,92,27,76,,,,,,,,,,,,,,,,
0,20072008,Quebec,QMJHL,1,10,10,18,56,18,5,20,,,,,,,,,,,,,,,,
0,20082009,Quebec,QMJHL,1,35,18,75,62,75,31,53,,,,,,,,,,,,,,,,
0,20092010,Quebec,QMJHL,1,41,30,54,68,54,24,71,,,,,,,,,,,,,,,,
0,20102011,Quebec,QMJHL,1,55,40,41,68,41,33,95,,,,,,,,,,,,,,,,
0,20112012,Connecticut,AHL,1,40,24,50,76,50,1,64,,,,,,,,,,,,,,,,
0,20122013,Columbus Blue Jackets,National Hockey League,1,0,0,0,2,0,-1,0,21:53,0.0,1.0,0.0,0.0,01:46,20:07,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,30.0
0,20122013,Springfield,AHL,2,46,21,65,74,65,20,67,,233.0,,9.0,,,,,9.01,2.0,,0.0,,,,
0,20132014,Springfield,AHL,1,27,14,51,56,51,-7,41,,172.0,,7.0,,,,,8.1,4.0,,0.0,,,,
0,20132014,Syracuse,AHL,2,6,9,8,21,8,-3,15,,75.0,,1.0,,,,,12.0,1.0,,3.0,,,,
0,20142015,Tampa Bay Lightning,National Hockey League,1,0,1,0,2,0,1,1,23:53,3.0,4.0,0.0,0.0,01:33,22:20,33.33,33.33,0.0,0.0,0.0,0.0,00:00,0.0,31.0
0,20142015,Syracuse,AHL,2,43,24,38,68,38,7,67,,257.0,,6.0,,,,,9.3,4.0,,1.0,,,,
0,20152016,Tampa Bay Lightning,National Hockey League,1,11,7,17,45,17,-10,18,544:01,81.0,61.0,4.0,7.0,129:25,414:33,48.1,8.64,1.0,0.0,0.0,0.0,00:03,9.0,694.0
0,20152016,Syracuse Crunch,AHL,1057,3,6,6,11,6,3,9,,,,,,,,,,,,,,,,
0,20162017,Florida Panthers,National Hockey League,1,21,30,38,75,38,-21,51,1268:19,193.0,105.0,8.0,18.0,202:23,1062:23,45.19,15.54,6.0,1.0,0.0,0.0,03:33,17.0,1567.0
0,20172018,Vegas Golden Knights,National Hockey League,1,48,27,40,77,40,36,75,1347:51,268.0,99.0,6.0,16.0,189:25,1156:51,43.49,10.07,6.0,2.0,0.0,0.0,01:35,26.0,1551.0
0,20182019,Vegas Golden Knights,National Hockey League,1,34,25,52,82,52,2,59,1488:01,278.0,98.0,5.0,16.0,220:36,1266:02,37.25,8.99,6.0,1.0,0.0,0.0,01:23,22.0,1637.0
0,20182019,Canada,WC,17155,7,3,8,10,8,6,10,,,,,,,,,,,,,,,,
0,20192020,Vegas Golden Knights,National Hockey League,1,25,22,28,66,28,6,47,1140:39,235.0,99.0,6.0,12.0,146:21,993:30,42.65,9.4,3.0,1.0,0.0,0.0,00:48,12.0,1337.0
0,20202021,Vegas Golden Knights,National Hockey League,1,26,18,39,55,39,19,44,958:18,176.0,44.0,3.0,6.0,140:31,817:21,46.59,10.2,4.0,2.0,0.0,0.0,00:26,14.0,1116.0
0,20212022,Vegas Golden Knights,National Hockey League,1,36,30,36,76,36,3,66,1334:50,251.0,61.0,5.0,20.0,161:23,1172:14,43.0,12.0,4.0,0.0,0.0,0.0,01:13,17.0,1606.0
