,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Chicago Mission Bantam Minor AAA,T1EMBHL,141690,35,19,22,31,22,0.0,54,,,,,,,,,,,,,,,,
0,20102011,Chicago Mission Bantam Major AAA,T1EBHL,141299,31,24,6,27,6,0.0,55,,,,,,,,,,,,,,,,
0,20112012,Chi. Mission,HPHL,1,11,9,4,13,4,,20,,,,,,,,,,,,,,,,
0,20112012,Green Bay,USHL,2,3,1,2,11,2,7.0,4,7.0,0.0,14.3,0.0,0.0,,,,,,,,,,,
0,20122013,Green Bay,USHL,1,34,18,15,64,15,2.0,52,122.0,7.0,14.8,5.0,0.0,,,,,,,,,,,
0,20132014,Green Bay,USHL,1,45,18,16,55,16,-3.0,63,140.0,11.0,12.9,5.0,0.0,,,,,,,,,,,
0,20132014,USNTDP,U-18,2,0,0,0,2,0,,0,,,,,,,,,,,,,,,,
0,20142015,North Dakota,NCHC,1,21,5,12,38,12,,26,,1.0,,2.0,0.0,,,,,,,,,,,
0,20142015,U.S.A.,WJC-A,2,1,0,0,5,0,2.0,1,10.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,North Dakota,NCHC,1,35,11,6,37,6,44.0,46,59.0,2.0,18.6,3.0,0.0,,,,,,,,,,,
0,20152016,U.S.A.,WJC-A,2,6,2,4,7,4,3.0,8,15.0,0.0,13.3,1.0,0.0,,,,,,,,,,,
0,20152016,Univ. of North Dakota,NCAA,11930,35,11,6,37,6,44.0,46,,,,,,,,,,,,,,,,
0,20152016,USA U20,WJC-20,17276,6,2,4,7,4,3.0,8,,,,,,,,,,,,,,,,
0,20162017,Chicago Blackhawks,National Hockey League,1,22,6,6,61,6,10.0,28,66.0,0.0,9.09,0.0,0.0,808:56,20.0,2.0,63:42,744:10,30.88,0.0,0.0,01:04,27.0,1070.0
0,20162017,Rockford IceHogs,AHL,8267,3,6,2,12,2,-4.0,9,,,,,,,,,,,,,,,,
0,20162017,USA,WC,17215,3,0,2,7,2,4.0,3,,,,,,,,,,,,,,,,
0,20172018,Chicago Blackhawks,National Hockey League,1,31,21,18,78,18,1.0,52,118.0,4.0,17.8,2.0,0.0,1422:02,13.0,13.0,208:14,1110:49,40.07,0.0,2.0,102:59,39.0,1789.0
0,20182019,Chicago Blackhawks,National Hockey League,1,9,2,6,23,6,-4.0,11,33.0,1.0,6.06,0.0,0.0,406:52,5.0,1.0,61:46,332:30,43.33,0.0,0.0,12:36,7.0,474.0
0,20182019,Arizona Coyotes,National Hockey League,2,9,5,2,17,2,-8.0,14,29.0,4.0,17.24,2.0,0.0,306:22,0.0,7.0,60:45,245:04,32.3,1.0,0.0,00:33,5.0,373.0
0,20192020,Arizona Coyotes,National Hockey League,1,34,11,20,70,20,3.0,45,95.0,2.0,11.6,2.0,0.0,1087:27,12.0,13.0,157:11,929:22,42.55,0.0,0.0,00:54,34.0,1399.0
0,20202021,Arizona Coyotes,National Hockey League,1,22,10,16,52,16,-1.0,32,105.0,3.0,9.5,1.0,0.0,886:59,15.0,7.0,143:00,743:05,42.83,0.0,0.0,00:54,25.0,1155.0
0,20212022,Arizona Coyotes,National Hockey League,1,36,23,14,63,14,1.0,59,123.0,4.0,18.7,4.0,0.0,1149:31,15.0,8.0,151:02,967:05,47.7,0.0,0.0,31:24,28.0,1461.0
