,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Central Ontario Wolv. Bantam AAA,ETABHL,152978,1,2,0,2,0,3,
0,20152016,Central Ontario Wolves U16 AAA,ETAHL U16,82854,1,4,0,4,0,5,
0,20162017,Whitby Wildcats U18 AAA,ETAHL U18,45305,1,0,0,1,0,1,
0,20162017,Whitby Wildcats U16 AAA,ETAHL U16,82464,26,29,24,35,24,55,
0,20162017,Team OMHA Black,OGC-16,156327,3,1,4,5,4,4,
0,20172018,Sudbury Wolves,OHL,6228,23,21,8,57,8,44,-17.0
0,20172018,Canada Black U17,WHC-17,163780,0,0,2,5,2,0,
0,20172018,Team Blue,U17-Dev,178219,0,0,4,3,4,0,
0,20182019,Sudbury Wolves,OHL,6228,20,30,48,66,48,50,8.0
0,20192020,Sudbury Wolves,OHL,6228,37,35,58,63,58,72,9.0
0,20202021,Surahammars IF,HockeyEttan,4291,16,7,12,16,12,23,8.0
0,20212022,Norfolk Admirals,ECHL,1215,21,14,26,64,26,35,-21.0
