,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Chi. Mission,MWEHL,1,8,12,26,31,26,20,,,,,,,,,,,,,,,,,
0,20072008,Team Illinois,MWEHL,1,14,6,20,31,20,20,,,,,,,,,,,,,,,,,
0,20082009,Team Illinois,T1EHL,1,15,18,30,31,30,33,,,,,,,,,,,,,,,,,
0,20092010,Team Illinois,T1EHL,1,27,19,28,31,28,46,,,,,,,,,,,,,,,,,
0,20092010,Lincoln,USHL,2,15,11,38,36,38,26,64.0,4.0,17.2,2.0,0.0,-18.0,,,,,,,,,,,
0,20102011,Lincoln,USHL,1,44,23,8,54,8,67,,7.0,,3.0,0.0,19.0,,,,,,,,,,,
0,20112012,Ohio State,CCHA,1,17,7,32,33,32,24,,4.0,,2.0,0.0,,,,,,,,,,,,
0,20122013,Ohio State,CCHA,1,22,16,22,40,22,38,,5.0,,3.0,1.0,,,,,,,,,,,,
0,20132014,Ohio State,Big Ten,1,24,22,34,37,34,46,,8.0,,5.0,2.0,,,,,,,,,,,,
0,20132014,Binghamton,AHL,2,5,2,9,9,9,7,14.0,0.0,14.3,1.0,0.0,1.0,,,,,,,,,,,
0,20142015,Binghamton,AHL,1,17,17,50,66,50,34,103.0,2.0,16.5,4.0,0.0,-6.0,,,,,,,,,,,
0,20152016,Ottawa Senators,National Hockey League,1,6,3,11,30,11,9,23.0,0.0,13.04,0.0,0.0,4.0,323:56,54.0,0.0,01:06,319:38,50.0,0.0,0.0,03:12,4.0,467.0
0,20152016,Binghamton,AHL,2,24,12,22,44,22,36,110.0,3.0,10.9,2.0,0.0,-5.0,,,,,,,,,,,
0,20152016,Binghamton Senators,AHL,7977,24,12,22,44,22,36,,,,,,-5.0,,,,,,,,,,,
0,20162017,Ottawa Senators,National Hockey League,1,18,14,30,81,30,32,123.0,1.0,11.38,1.0,1.0,7.0,1165:26,71.0,3.0,108:13,1042:31,30.0,0.0,1.0,14:42,21.0,1562.0
0,20172018,Ottawa Senators,National Hockey League,1,18,23,35,79,35,41,136.0,4.0,16.91,2.0,0.0,-17.0,1303:06,60.0,8.0,170:04,1131:05,42.86,0.0,0.0,01:57,19.0,1631.0
0,20182019,Ottawa Senators,National Hockey League,1,22,22,29,57,29,44,133.0,4.0,16.54,4.0,0.0,-13.0,1011:54,41.0,10.0,125:43,886:00,40.0,2.0,0.0,00:11,35.0,1209.0
0,20182019,Columbus Blue Jackets,National Hockey League,2,8,4,0,21,0,12,26.0,1.0,15.38,1.0,0.0,4.0,299:40,13.0,1.0,12:35,286:13,60.0,0.0,0.0,00:52,3.0,374.0
0,20192020,Carolina Hurricanes,National Hockey League,1,21,8,30,64,30,29,98.0,4.0,8.2,1.0,0.0,3.0,905:53,36.0,9.0,140:37,763:12,31.03,0.0,0.0,02:04,25.0,1149.0
0,20202021,Carolina Hurricanes,National Hockey League,1,2,2,2,11,2,4,9.0,2.0,22.2,0.0,0.0,-2.0,145:17,10.0,2.0,22:17,122:51,0.0,0.0,0.0,00:09,3.0,195.0
0,20202021,Ottawa Senators,National Hockey League,2,3,6,19,29,19,9,39.0,0.0,15.4,0.0,0.0,-3.0,363:01,34.0,1.0,47:24,315:37,30.0,0.0,0.0,00:00,7.0,498.0
0,20212022,Arizona Coyotes,National Hockey League,1,3,4,35,26,35,7,23.0,0.0,17.4,1.0,0.0,-3.0,341:07,15.0,0.0,09:48,320:11,43.05,0.0,0.0,11:08,6.0,482.0
0,20212022,San Jose Sharks,National Hockey League,2,0,1,0,6,0,1,9.0,0.0,11.1,0.0,0.0,-2.0,97:39,5.0,0.0,11:18,86:09,0.0,0.0,0.0,00:12,3.0,133.0
