,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Compuware Bantam Minor AAA,T1EMBHL,167820,17,9,16.0,31,16,0.0,26,,,,,,,,,,,,,,,,
0,20082009,Compuware Bantam Major AAA,T1EBHL,143939,14,10,16.0,31,16,0.0,24,,,,,,,,,,,,,,,,
0,20092010,Det. Compuware,T1EHL,1,15,12,12.0,38,12,,27,,,,,,,,,,,,,,,,
0,20102011,Det. Compuware,T1EHL,1,7,2,6.0,17,6,,9,,,,,,,,,,,,,,,,
0,20102011,USNTDP,USHL,2,4,1,4.0,22,4,-3.0,5,19.0,0.0,5.26,0.0,0.0,,,,,,,,,,,
0,20102011,USNTDP,U-17,3,0,1,0.0,3,0,,1,,,,,,,,,,,,,,,,
0,20102011,USNTDP,U-18,4,0,0,0.0,5,0,,0,,,,,,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,7,3,2.0,18,2,0.0,10,26.0,0.0,11.54,1.0,0.0,,,,,,,,,,,
0,20112012,USNTDP,U-17,2,3,3,,7,,,6,,,,,,,,,,,,,,,,
0,20112012,USNTDP,U-18,3,1,0,2.0,7,2,,1,,0.0,,0.0,0.0,,,,,,,,,,,
0,20122013,U. of Michigan,CCHA,1,10,11,12.0,38,12,,21,,2.0,,1.0,2.0,,,,,,,,,,,
0,20132014,U. of Michigan,Big Ten,1,14,15,26.0,33,26,,29,,3.0,,3.0,1.0,,,,,,,,,,,
0,20132014,U.S.A.,WJC-A,2,5,0,0.0,5,0,3.0,5,11.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20142015,Winnipeg Jets,National Hockey League,1,1,0,0.0,1,0,2.0,1,4.0,0.0,0.0,0.0,0.0,13:16,0.0,0.0,00:34,12:21,66.67,0.0,0.0,00:21,0.0,21.0
0,20142015,U. of Michigan,Big Ten,99,17,14,29.0,36,29,,31,,6.0,,1.0,2.0,,,,,,,,,,,
0,20152016,Winnipeg Jets,National Hockey League,1,6,7,6.0,77,6,8.0,13,54.0,0.0,12.96,0.0,0.0,616:15,87.0,0.0,02:27,551:43,46.09,0.0,0.0,62:05,18.0,928.0
0,20162017,Winnipeg Jets,National Hockey League,1,8,9,18.0,64,18,8.0,17,77.0,0.0,11.69,1.0,1.0,789:58,87.0,0.0,09:12,687:49,49.48,0.0,1.0,92:57,28.0,1198.0
0,20162017,Manitoba Moose,AHL,877,5,0,4.0,8,4,-1.0,5,,,,,,,,,,,,,,,,
0,20162017,USA,WC,17215,0,1,4.0,8,4,3.0,1,,,,,,,,,,,,,,,,
0,20172018,Winnipeg Jets,National Hockey League,1,19,9,14.0,82,14,17.0,28,96.0,0.0,9.38,0.0,2.0,1126:09,99.0,0.0,07:12,959:49,51.84,0.0,3.0,159:08,51.0,1637.0
0,20182019,Winnipeg Jets,National Hockey League,1,14,11,6.0,69,6,20.0,25,82.0,0.0,13.41,2.0,1.0,839:04,71.0,0.0,03:49,740:51,55.31,0.0,1.0,94:24,34.0,1215.0
0,20192020,Winnipeg Jets,National Hockey League,1,16,10,10.0,63,10,-3.0,26,121.0,1.0,8.3,5.0,0.0,1114:52,59.0,1.0,74:35,896:32,52.99,0.0,3.0,143:45,27.0,1408.0
0,20202021,Winnipeg Jets,National Hockey League,1,24,15,20.0,55,20,2.0,39,115.0,6.0,13.0,1.0,0.0,1003:46,67.0,12.0,98:27,768:15,53.02,0.0,1.0,137:04,41.0,1268.0
0,20212022,Winnipeg Jets,National Hockey League,1,22,13,8.0,56,8,2.0,35,151.0,3.0,8.6,3.0,1.0,1108:32,35.0,9.0,135:11,834:54,53.98,0.0,2.0,138:27,36.0,1370.0
0,20212022,New York Rangers,National Hockey League,2,10,8,8.0,16,8,13.0,18,32.0,0.0,25.0,2.0,1.0,272:20,10.0,1.0,25:23,220:50,49.62,1.0,1.0,26:07,5.0,317.0
