,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Lac-St-Jean Espoirs Bantam AAA R,LHDAAQ,152249,9,1,6,20,6,0.0,10,,,,,,,,,,,,,,,,
0,20122013,Lac-St-Jean Espoirs Bantam AAA R,LHDAAQ,152249,22,7,18,19,18,0.0,29,,,,,,,,,,,,,,,,
0,20132014,Jonquiere,QAAA,1,29,7,16,42,16,,36,,,,,,,,,,,,,,,,
0,20142015,Shawinigan,QMJHL,1,38,5,8,64,8,15.0,43,57.0,2.0,8.8,2.0,0.0,,,,,,,,,,,
0,20152016,Shawinigan,QMJHL,1,64,10,10,67,10,24.0,74,,7.0,,1.0,0.0,,,,,,,,,,,
0,20152016,Shawinigan Cataractes,QMJHL,9670,64,10,10,67,10,24.0,74,,,,,,,,,,,,,,,,
0,20152016,Canada U18,Hlinka Gretzky Cup,144760,0,1,0,4,0,4.0,1,,,,,,,,,,,,,,,,
0,20152016,Team Red,U18-Dev,178681,2,0,0,3,0,,2,,,,,,,,,,,,,,,,
0,20162017,Milwaukee Admirals,AHL,1017,0,1,0,6,0,-4.0,1,,,,,,,,,,,,,,,,
0,20162017,Shawinigan Cataractes,QMJHL,9670,66,9,29,59,29,26.0,75,,,,,,,,,,,,,,,,
0,20172018,Nashville Predators,National Hockey League,1,2,1,2,5,2,-3.0,3,8.0,0.0,12.5,0.0,0.0,84:33,3.0,1.0,06:59,77:09,0.0,0.0,0.0,00:25,6.0,114.0
0,20172018,Colorado Avalanche,National Hockey League,2,17,3,6,68,6,-8.0,20,76.0,1.0,3.95,0.0,0.0,1203:46,43.0,12.0,151:21,1051:30,0.0,0.0,0.0,00:55,63.0,1495.0
0,20182019,Colorado Avalanche,National Hockey League,1,23,4,6,82,6,8.0,27,116.0,0.0,3.45,0.0,0.0,1631:11,65.0,9.0,166:15,1453:56,100.0,0.0,0.0,11:00,90.0,1966.0
0,20192020,Colorado Avalanche,National Hockey League,1,30,4,17,70,17,1.0,34,96.0,1.0,4.2,1.0,0.0,1491:55,46.0,13.0,168:33,1316:44,0.0,0.0,0.0,06:38,92.0,1786.0
0,20202021,Colorado Avalanche,National Hockey League,1,27,5,16,48,16,15.0,32,79.0,0.0,6.3,0.0,0.0,1114:47,31.0,9.0,108:25,939:09,0.0,0.0,0.0,67:13,52.0,1367.0
0,20212022,Colorado Avalanche,National Hockey League,1,23,5,20,67,20,-4.0,28,79.0,0.0,6.3,1.0,0.0,1450:14,65.0,7.0,122:52,1284:35,0.0,0.0,0.0,42:47,90.0,1809.0
