,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Prizma/Pardaugava U15,Latvia U16,243515,12,6,20,24,20,18,,,,,,,,,,,,,,,,,
0,20122013,Prizma/Pardaugava U18,Latvia U18,59146,7,11,22,20,22,18,,,,,,,,,,,,,,,,,
0,20132014,Västerås IK J18,J18 Elit,6634,10,5,22,22,22,15,17.0,,,,,,,,,,,,,,,,
0,20142015,Västerås IK J18,J18 Elit,6634,1,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,
0,20152016,Västerås IK,HockeyAllsvenskan,4310,0,0,0,4,0,0,0.0,,,,,,,,,,,,,,,,
0,20152016,Västerås IK J20,J20 Nationell,5929,8,3,14,21,14,11,-5.0,,,,,,,,,,,,,,,,
0,20152016,Latvia U20,WJC-20 D1A,17487,1,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,
0,20162017,Medicine Hat Tigers,WHL,9611,21,3,14,49,14,24,29.0,,,,,,,,,,,,,,,,
0,20162017,Latvia U20,WJC-20,17486,0,0,2,6,2,0,-3.0,,,,,,,,,,,,,,,,
0,20172018,Medicine Hat Tigers,WHL,9611,20,7,36,60,36,27,-4.0,,,,,,,,,,,,,,,,
0,20172018,Latvia,WC,17425,1,1,2,8,2,2,1.0,,,,,,,,,,,,,,,,
0,20182019,Toronto Marlies,AHL,13377,3,0,4,15,4,3,-2.0,,,,,,,,,,,,,,,,
0,20182019,Newfoundland Growlers,ECHL,258575,16,2,28,56,28,18,17.0,,,,,,,,,,,,,,,,
0,20192020,Toronto Marlies,AHL,13377,12,2,6,47,6,14,1.0,,,,,,,,,,,,,,,,
0,20202021,Frederikshavn White Hawks,Denmark,1530,3,2,8,21,8,5,,,,,,,,,,,,,,,,,
0,20202021,Toronto Marlies,AHL,13377,2,1,8,22,8,3,-4.0,,,,,,,,,,,,,,,,
0,20202021,Latvia,WC,17425,1,1,2,6,2,2,1.0,,,,,,,,,,,,,,,,
0,20212022,Toronto Maple Leafs,National Hockey League,1,0,0,4,3,4,0,-2.0,35:15,5.0,12.0,0.0,0.0,00:00,33:59,0.0,0.0,0.0,0.0,0.0,0.0,01:16,2.0,55.0
0,20212022,Toronto Marlies,AHL,13377,10,1,24,58,24,11,-1.0,,,,,,,,,,,,,,,,
0,20212022,Latvia,OGQ,17175,1,1,2,3,2,2,4.0,,,,,,,,,,,,,,,,
0,20212022,Latvia,WC,17425,0,0,0,4,0,0,-5.0,,,,,,,,,,,,,,,,
