,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,TPS U16,Jr. C SM-sarja Q,10154148,0,0,0,5,0,0.0,0,,,,,,,,,,,,,,,,
0,20092010,TPS U18,Fin-U18,1,7,3,28,32,28,,10,,,,,,,,,,,,,,,,
0,20092010,Tps Jr.,Fin-Jr.,2,1,1,0,5,0,,2,,,,,,,,,,,,,,,,
0,20102011,TPS U18,Fin-U18,1,2,1,0,2,0,,3,,,,,,,,,,,,,,,,
0,20102011,TPS Jr.,Fin-Jr.,2,12,0,30,27,30,,12,,,,,,,,,,,,,,,,
0,20102011,TPS ,Finland,3,0,0,0,1,0,,0,,,,,,,,,,,,,,,,
0,20112012,TPS Jr.,Fin-Jr.,1,4,0,6,8,6,,4,,,,,,,,,,,,,,,,
0,20112012,TPS ,Finland,2,5,3,78,40,78,,8,,,,,,,,,,,,,,,,
0,20122013,TPS ,Finland,1,12,3,32,52,32,,15,,,,,,,,,,,,,,,,
0,20132014,Buffalo Sabres,National Hockey League,1,2,2,6,34,6,-15.0,4,649:58,52.0,66.0,0.0,0.0,55:51,547:20,0.0,3.85,0.0,0.0,0.0,0.0,46:47,32.0,796.0
0,20132014,Rochester,AHL,2,14,6,22,34,22,-2.0,20,,66.0,,4.0,,,,,9.1,0.0,,1.0,,,,
0,20132014,Finland,WJC-A,3,0,3,8,5,8,1.0,3,,15.0,,0.0,,,,,,1.0,,0.0,,,,
0,20142015,Buffalo Sabres,National Hockey League,1,12,8,26,78,26,-32.0,20,1607:54,121.0,118.0,4.0,9.0,156:08,1349:37,100.0,6.61,0.0,0.0,0.0,0.0,102:09,136.0,2013.0
0,20142015,Finland,EHT,68651,0,0,2,4,2,-1.0,0,,,,,,,,,,,,,,,,
0,20152016,Buffalo Sabres,National Hockey League,1,32,9,33,82,33,-21.0,41,2073:01,202.0,139.0,4.0,21.0,256:17,1600:14,0.0,4.46,1.0,0.0,0.0,0.0,216:30,137.0,2573.0
0,20162017,Buffalo Sabres,National Hockey League,1,39,6,58,79,58,-9.0,45,2090:58,186.0,195.0,1.0,25.0,252:30,1602:43,0.0,3.23,2.0,2.0,0.0,1.0,235:45,161.0,2341.0
0,20162017,Finland,WCup,17116,0,0,0,3,0,-2.0,0,,,,,,,,,,,,,,,,
0,20172018,Buffalo Sabres,National Hockey League,1,35,6,48,73,48,-25.0,41,1934:27,182.0,206.0,1.0,23.0,268:54,1463:47,0.0,3.3,1.0,1.0,0.0,0.0,201:46,111.0,2115.0
0,20182019,Buffalo Sabres,National Hockey League,1,38,5,38,78,38,-41.0,43,1922:02,182.0,235.0,1.0,17.0,234:09,1518:27,0.0,2.75,2.0,1.0,0.0,0.0,169:26,121.0,2076.0
0,20192020,Buffalo Sabres,National Hockey League,1,27,6,46,69,46,-2.0,33,1573:09,128.0,203.0,2.0,9.0,160:31,1257:10,0.0,4.7,0.0,0.0,0.0,1.0,155:28,82.0,1778.0
0,20202021,Buffalo Sabres,National Hockey League,1,14,4,36,49,36,-18.0,18,1092:00,73.0,193.0,1.0,7.0,89:04,892:14,0.0,5.5,0.0,0.0,0.0,0.0,110:42,68.0,1194.0
0,20212022,Philadelphia Flyers,National Hockey League,1,14,2,38,66,38,-9.0,16,1415:05,97.0,230.0,0.0,1.0,44:58,1245:10,0.0,2.1,0.0,0.0,0.0,0.0,124:57,125.0,1829.0
