,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Victory Honda Bantam Major AAA,T1EBHL,162259,8,3,33,29,33,11,
0,20142015,Victory Honda  U18,T1EHL U18,59787,13,2,10,31,10,15,
0,20142015,Compuware U18,HPHL U18,65653,0,0,2,5,2,0,
0,20152016,Odessa Jackalopes,NAHL,13914,17,8,135,51,135,25,0.0
0,20152016,Team Forest,USA-S17,177405,0,0,4,5,4,0,
0,20162017,Muskegon Lumberjacks,USHL,6276,4,0,16,25,16,4,-6.0
0,20162017,Odessa Jackalopes,NAHL,13914,29,3,42,41,42,32,9.0
0,20172018,Wenatchee Wild,BCHL,111754,58,11,22,58,22,69,0.0
0,20182019,Providence Bruins,AHL,897,4,0,6,12,6,4,0.0
0,20182019,Ferris State Univ.,NCAA,7840,20,8,12,36,12,28,3.0
0,20192020,Providence Bruins,AHL,897,12,2,10,45,10,14,1.0
0,20202021,Providence Bruins,AHL,897,6,1,12,21,12,7,6.0
0,20202021,HK Nitra,Slovakia,12338,8,2,6,15,6,10,-2.0
0,20212022,Lehigh Valley Phantoms,AHL,173347,10,1,12,53,12,11,3.0
