,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Fort Saskatchewan Ranger U15 AAA,AEHL U15,64919,8,11,30,36,30,19,
0,20162017,OHA Edmonton U15 Prep,CSSHL U15,228013,13,7,18,30,18,20,
0,20172018,OHA Edmonton U15 Prep,CSSHL U15,228013,47,22,28,30,28,69,
0,20182019,Fort Saskatchewan Ranger U18 AAA,AEHL U18,54471,12,16,26,32,26,28,
0,20182019,Team Alberta,CWG,90785,3,3,6,6,6,6,
0,20192020,Saskatoon Blades,WHL,7881,18,11,45,62,45,29,7.0
0,20202021,Saskatoon Blades,WHL,7881,9,11,16,20,16,20,0.0
0,20212022,Kelowna Rockets,WHL,5531,50,29,53,61,53,79,25.0
