,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Honeybaked Bantam Minor AAA,T1EMBHL,148520,7,3,10,31,10,0.0,10,,,,,,,,,,,,,,,,
0,20112012,St. Mary's Prep,High-MI,1,3,1,2,7,2,,4,,,,,,,,,,,,,,,,
0,20122013,St. Mary's Prep,High-MI,1,23,19,20,26,20,,42,,,,,,,,,,,,,,,,
0,20122013,St. Mary's Prep,Other,2,2,1,0,2,0,,3,,,,,,,,,,,,,,,,
0,20132014,Muskegon,USHL,1,21,9,36,58,36,-1.0,30,106.0,2.0,8.5,3.0,0.0,,,,,,,,,,,
0,20142015,Muskegon,USHL,1,7,2,4,14,4,-3.0,9,32.0,1.0,6.3,0.0,0.0,,,,,,,,,,,
0,20142015,Sioux Falls,USHL,2,29,20,28,38,28,4.0,49,94.0,4.0,21.3,3.0,0.0,,,,,,,,,,,
0,20152016,U. of Michigan,Big Ten,1,14,10,20,32,20,0.0,24,,4.0,,1.0,0.0,,,,,,,,,,,
0,20152016,Univ. of Michigan,NCAA,8590,14,10,20,32,20,0.0,24,,,,,,,,,,,,,,,,
0,20162017,Univ. of Michigan,NCAA,8590,10,5,8,18,8,-3.0,15,,,,,,,,,,,,,,,,
0,20172018,Bakersfield Condors,AHL,7257,2,1,2,3,2,0.0,3,,,,,,,,,,,,,,,,
0,20172018,Univ. of Michigan,NCAA,8590,35,16,24,40,24,20.0,51,,,,,,,,,,,,,,,,
0,20182019,Edmonton Oilers,National Hockey League,1,0,0,0,6,0,-1.0,0,6.0,0.0,0.0,0.0,0.0,41:28,0.0,0.0,00:33,40:55,34.62,0.0,0.0,00:00,0.0,59.0
0,20182019,Bakersfield Condors,AHL,7257,45,19,40,58,40,31.0,64,,,,,,,,,,,,,,,,
0,20192020,Bakersfield Condors,AHL,7257,12,5,22,30,22,-9.0,17,,,,,,,,,,,,,,,,
0,20202021,Bakersfield Condors,AHL,7257,15,21,18,39,18,17.0,36,,,,,,,,,,,,,,,,
0,20202021,Dornbirner EC,ICEHL,10668,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20212022,Edmonton Oilers,National Hockey League,1,1,0,0,1,0,0.0,1,1.0,0.0,0.0,0.0,0.0,06:04,0.0,0.0,00:11,05:53,0.0,0.0,0.0,00:00,0.0,9.0
0,20212022,Bakersfield Condors,AHL,7257,34,21,52,52,52,12.0,55,,,,,,,,,,,,,,,,
