,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,École Fadette Vert et Noir AAA R,QM15AA,154585,1,0,0,2,0,1,
0,20162017,École Fadette Vert et Noir M15,QM15AAA,159977,5,3,18,24,18,8,
0,20172018,École Fadette Vert et Noir Esp.,QM17AAA,108771,3,2,12,5,12,5,
0,20172018,École Fadette Vert et Noir M15 E,QM15AAA E,160110,14,18,40,28,40,32,
0,20182019,Saint-Hyacinthe Gaulois,QM18AAA,62694,15,18,48,42,48,33,5.0
0,20182019,Team Québec,CWG,103065,2,1,4,6,4,3,
0,20182019,Team Québec Blue,QGC-16,154185,5,4,0,5,0,9,
0,20192020,Québec Remparts,QMJHL,9640,11,13,24,59,24,24,-15.0
0,20192020,Canada Red U17,WHC-17,163770,3,2,16,5,16,5,
0,20202021,Québec Remparts,QMJHL,9640,17,14,22,30,22,31,6.0
0,20212022,Québec Remparts,QMJHL,9640,26,31,74,66,74,57,30.0
0,20212022,Canada U20,WJC-20,17216,1,1,4,7,4,2,0.0
