,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Peter. Petes MM,Minor-ON,1,23,7,42,36,42,30,,,,,,,,,,,,,,,,,
0,20142015,Cobourg,ON-Jr.A,1,19,5,53,46,53,24,3.0,0.0,0.0,,,,,,,,,,,,,,
0,20142015,Oshawa,OHL,2,0,0,5,9,5,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,20152016,Oshawa,OHL,1,15,6,69,62,69,21,3.0,0.0,0.0,-9.0,86.0,7.0,,,,,,,,,,,
0,20152016,Oshawa Generals,OHL,9448,15,6,69,62,69,21,,,,-9.0,,,,,,,,,,,,,
0,20162017,Oshawa Generals,OHL,9448,22,11,76,62,76,33,,,,6.0,,,,,,,,,,,,,
0,20172018,Oshawa Generals,OHL,9448,12,1,52,29,52,13,,,,1.0,,,,,,,,,,,,,
0,20172018,Hamilton Bulldogs,M-Cup,186661,1,0,4,4,4,1,,,,3.0,,,,,,,,,,,,,
0,20172018,Hamilton Bulldogs,OHL,186878,17,4,28,33,28,21,,,,22.0,,,,,,,,,,,,,
0,20182019,Florida Panthers,National Hockey League,1,0,0,2,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,11:22,5.0,0.0,00:00,11:22,0.0,0.0,0.0,00:00,0.0,19.0
0,20182019,Springfield Thunderbirds,AHL,39667,13,4,52,59,52,17,,,,8.0,,,,,,,,,,,,,
0,20192020,Florida Panthers,National Hockey League,1,5,0,14,34,14,5,0.0,0.0,0.0,-3.0,39.0,0.0,650:02,59.0,0.0,01:30,567:50,0.0,0.0,0.0,80:42,57.0,837.0
0,20192020,Springfield Thunderbirds,AHL,39667,3,3,20,25,20,6,,,,-8.0,,,,,,,,,,,,,
0,20202021,Florida Panthers,National Hockey League,1,0,0,14,8,14,0,0.0,0.0,0.0,2.0,8.0,0.0,85:47,14.0,0.0,00:00,81:52,0.0,0.0,0.0,03:55,8.0,124.0
0,20202021,Chicago Blackhawks,National Hockey League,2,0,1,2,13,2,1,0.0,0.0,0.0,3.0,21.0,4.8,236:52,37.0,0.0,00:16,218:21,0.0,0.0,0.0,18:15,21.0,289.0
0,20202021,Syracuse Crunch,AHL,1057,3,0,4,5,4,3,,,,3.0,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,10,2,36,52,36,12,0.0,1.0,0.0,-8.0,49.0,4.1,783:15,122.0,0.0,01:10,723:59,0.0,0.0,0.0,58:06,67.0,1067.0
