,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Oshawa Generals Selects U15,WSI U15,222750,4,1,6.0,9,6,5,
0,20162017,Mississauga Rebels U16 AAA,GTHL U16,80120,24,11,,51,,35,
0,20172018,Kitchener Rangers,OHL,9418,4,1,20.0,24,20,5,1.0
0,20172018,Green Bay Gamblers,USHL,9936,2,0,21.0,12,21,2,4.0
0,20172018,Team Gold,U17-Dev,178249,0,0,12.0,3,12,0,
0,20182019,Kitchener Rangers,OHL,9418,26,3,65.0,68,65,29,3.0
0,20182019,Canada U18,WJC-18,17193,2,0,8.0,7,8,2,5.0
0,20182019,Canada U18,Hlinka Gretzky Cup,144760,0,0,2.0,5,2,0,
0,20192020,Kitchener Rangers,OHL,9418,25,5,63.0,63,63,30,15.0
0,20202021,Binghamton Devils,AHL,233827,10,1,31.0,26,31,11,-1.0
0,20212022,Utica Comets,AHL,152247,14,3,36.0,54,36,17,7.0
0,20212022,Adirondack Thunder,ECHL,185555,0,0,2.0,4,2,0,0.0
