,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Little Caesars 13U AAA,13U AAA,142975,7,5,20,20,20,12,,,,,,,,,,,,,,,,,
0,20122013,Little Caesars 14U AAA,HPHL 14U,142999,3,7,4,23,4,10,,,,,,,,,,,,,,,,,
0,20132014,Romeo High,USHS-MI,7447,11,16,30,28,30,27,,,,,,,,,,,,,,,,,
0,20142015,Romeo High,USHS-MI,7447,32,35,30,30,30,67,,,,,,,,,,,,,,,,,
0,20142015,Florida Bulldogs,USPHL Elite,178639,1,0,6,3,6,1,,,,,,,,,,,,,,,,,
0,20152016,Romeo High,USHS-MI,7447,32,35,30,30,30,67,,,,,,,,,,,,,,,,,
0,20152016,MDHL Blue,MDHL,150594,3,7,2,8,2,10,,,,,,,,,,,,,,,,,
0,20162017,Victory Honda 18U AAA,T1EHL 18U,60317,18,10,40,32,40,28,,,,,,,,,,,,,,,,,
0,20172018,Okotoks Oilers,AJHL,22302,26,16,65,57,65,42,,,,,,,,,,,,,,,,,
0,20182019,Univ. of Michigan,NCAA,8590,8,2,12,34,12,10,11.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of Michigan,NCAA,8590,12,4,14,35,14,16,3.0,,,,,,,,,,,,,,,,
0,20202021,Univ. of Michigan,NCAA,8590,8,5,14,26,14,13,19.0,,,,,,,,,,,,,,,,
0,20212022,Columbus Blue Jackets,National Hockey League,1,2,1,4,7,4,3,-3.0,123:00,13.0,19.0,1.0,1.0,04:25,114:13,0.0,7.7,1.0,0.0,0.0,0.0,04:22,12.0,155.0
0,20212022,Univ. of Michigan,NCAA,8590,15,14,22,38,22,29,17.0,,,,,,,,,,,,,,,,
0,20212022,USA,WC,17215,0,0,0,4,0,0,1.0,,,,,,,,,,,,,,,,
