,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20082009,Connecticut Yankees,Brick Invitational,170396,5,0,2.0,5,2,5,
0,20132014,Roxbury Latin,USHS-Prep,149398,8,0,,22,,8,
0,20142015,Neponset Valley River Rats U16,MHSL U16,135330,8,3,8.0,15,8,11,
0,20142015,Roxbury Latin,USHS-Prep,149398,12,4,,23,,16,
0,20152016,The Roxbury Latin School,USHS-Prep,150112,13,6,,24,,19,
0,20152016,Cape Cod Whalers 16U AAA,MHSL U16,153713,4,2,6.0,12,6,6,
0,20152016,Team Columbia,USA-S16,177734,3,0,15.0,5,15,3,
0,20162017,Cape Cod Whalers 18U AAA,MHSL U18,126264,4,4,2.0,13,2,8,
0,20162017,Cape Cod Whalers 18U AAA,18U AAA,126938,0,0,,22,,0,
0,20162017,The Roxbury Latin School,USHS-Prep,150112,20,12,,25,,32,
0,20162017,Central Illinois Flying Aces,USHL,172056,0,0,0.0,2,0,0,-2.0
0,20162017,Team Grey,USA-S17,177425,1,0,,5,,1,
0,20172018,Youngstown Phantoms,USHL,27206,9,0,6.0,22,6,9,6.0
0,20172018,Central Illinois Flying Aces,USHL,172056,6,3,15.0,37,15,9,-1.0
0,20182019,Providence College,NCAA,7690,8,2,10.0,41,10,10,19.0
0,20192020,Providence College,NCAA,7690,23,5,20.0,34,20,28,1.0
0,20202021,Providence College,NCAA,7690,11,3,12.0,25,12,14,-3.0
0,20212022,Providence Bruins,AHL,897,1,1,2.0,15,2,2,-4.0
0,20212022,Providence College,NCAA,7690,11,3,16.0,38,16,14,6.0
