,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Miss. Reps MM,GTHL,1,7,9,6,33,6,16,,,,,,,,,,,,,,,,,
0,20132014,Miss. Reps Midget,GTHL,1,18,10,6,31,6,28,,,,,,,,,,,,,,,,,
0,20132014,Mississauga,ON-Jr.A,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20142015,Oshawa,OHL,1,23,13,22,68,22,36,1.0,0.0,0.0,34.0,,,,,,,,,,,,,
0,20152016,Oshawa,OHL,1,38,21,27,62,27,59,10.0,2.0,1.0,-15.0,170.0,12.4,,,,,,,,,,,
0,20152016,Syracuse,AHL,2,0,0,0,3,0,0,0.0,0.0,0.0,-2.0,3.0,0.0,,,,,,,,,,,
0,20152016,Syracuse Crunch,AHL,1057,0,0,0,3,0,0,,,,-2.0,,,,,,,,,,,,,
0,20152016,Oshawa Generals,OHL,9448,38,21,27,62,27,59,,,,-15.0,,,,,,,,,,,,,
0,20162017,Erie Otters,M-Cup,9181,7,1,0,5,0,8,,,,2.0,,,,,,,,,,,,,
0,20162017,Erie Otters,OHL,9398,18,12,4,25,4,30,,,,18.0,,,,,,,,,,,,,
0,20162017,Oshawa Generals,OHL,9448,21,13,8,26,8,34,,,,18.0,,,,,,,,,,,,,
0,20162017,Canada U20,WJC-20,17216,4,3,2,7,2,7,,,,8.0,,,,,,,,,,,,,
0,20172018,Tampa Bay Lightning,National Hockey League,1,6,5,6,18,6,11,0.0,0.0,0.0,11.0,26.0,19.23,238:10,17.0,0.0,00:12,212:07,44.86,0.0,1.0,25:51,6.0,352.0
0,20172018,Syracuse Crunch,AHL,1057,23,14,14,51,14,37,,,,2.0,,,,,,,,,,,,,
0,20182019,Tampa Bay Lightning,National Hockey League,1,20,19,34,82,34,39,0.0,5.0,5.0,25.0,123.0,15.45,1217:27,94.0,1.0,24:17,970:31,52.79,1.0,6.0,222:39,49.0,1644.0
0,20182019,Canada,WC,17155,1,3,6,10,6,4,,,,4.0,,,,,,,,,,,,,
0,20192020,Tampa Bay Lightning,National Hockey League,1,28,16,30,68,30,44,1.0,3.0,1.0,28.0,113.0,14.2,1254:47,89.0,5.0,64:54,998:27,47.48,1.0,2.0,191:26,47.0,1598.0
0,20202021,Tampa Bay Lightning,National Hockey League,1,13,9,10,50,10,22,1.0,3.0,2.0,0.0,75.0,12.0,887:21,64.0,4.0,96:17,689:05,49.13,0.0,2.0,101:59,32.0,1122.0
0,20212022,Tampa Bay Lightning,National Hockey League,1,26,17,70,76,70,43,3.0,4.0,1.0,15.0,146.0,11.6,1391:44,75.0,8.0,108:06,1123:42,46.52,1.0,1.0,159:56,67.0,1791.0
