,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Rimouski Océanic,QMJHL,8958,24,10,20,31,20,8,34,,,,,,,,,,,,,,,,
0,20102011,Rimouski Océanic,QMJHL,8958,40,27,78,64,78,-4,67,,,,,,,,,,,,,,,,
0,20112012,Rimouski Océanic,QMJHL,8958,70,22,85,63,85,31,92,,,,,,,,,,,,,,,,
0,20122013,Atlanta Gladiators,ECHL,8540,20,10,36,40,36,12,30,,,,,,,,,,,,,,,,
0,20132014,Atlanta Gladiators,ECHL,8540,0,0,8,3,8,-1,0,,,,,,,,,,,,,,,,
0,20142015,Idaho Steelheads,ECHL,6960,41,28,113,63,113,24,69,,,,,,,,,,,,,,,,
0,20152016,Fort Wayne Komets,ECHL,6335,21,10,34,29,34,5,31,,,,,,,,,,,,,,,,
0,20152016,San Antonio Rampage,AHL,8497,4,6,10,25,10,2,10,,,,,,,,,,,,,,,,
0,20162017,San Antonio Rampage,AHL,8497,7,5,39,45,39,-7,12,,,,,,,,,,,,,,,,
0,20162017,Colorado Eagles,ECHL,9145,17,10,18,17,18,11,27,,,,,,,,,,,,,,,,
0,20172018,San Antonio Rampage,AHL,8497,20,14,63,61,63,-9,34,,,,,,,,,,,,,,,,
0,20182019,Laval Rocket,AHL,222817,35,19,80,74,80,-11,54,,,,,,,,,,,,,,,,
0,20192020,Laval Rocket,AHL,222817,7,7,30,20,30,-1,14,,,,,,,,,,,,,,,,
0,20202021,Montréal Canadiens,National Hockey League,1,1,0,0,2,0,-1,1,21:17,3.0,2.0,0.0,0.0,01:18,19:59,80.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,27.0
0,20202021,Laval Rocket,AHL,222817,10,4,39,17,39,6,14,,,,,,,,,,,,,,,,
0,20212022,Montréal Canadiens,National Hockey League,1,0,0,4,11,4,0,0,114:19,13.0,17.0,0.0,0.0,10:07,99:09,36.84,0.0,0.0,0.0,0.0,0.0,05:03,5.0,172.0
0,20212022,Laval Rocket,AHL,222817,12,10,23,32,23,1,22,,,,,,,,,,,,,,,,
