,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20082009,Minnesota Blades,Brick Invitational,128786,2,2,8,5,8,4,
0,20132014,Dallas Stars  U16,T1EHL U16,98938,13,6,22,31,22,19,0.0
0,20142015,Dallas Stars  U16,T1EHL U16,98938,8,7,32,24,32,15,0.0
0,20152016,U.S. National U17 Team,USDP,19734,18,1,52,58,52,19,-1.0
0,20152016,USNTDP Juniors,USHL,52486,7,0,34,35,34,7,-19.0
0,20152016,USA U17,WHC-17,61270,2,1,6,5,6,3,
0,20162017,USA U18,WJC-18,17253,2,4,4,7,4,6,5.0
0,20162017,U.S. National U18 Team,USDP,19564,21,11,56,63,56,32,16.0
0,20162017,USNTDP Juniors,USHL,52486,9,5,28,26,28,14,5.0
0,20172018,Univ. of New Hampshire,NCAA,11920,15,8,47,36,47,23,-5.0
0,20182019,Univ. of New Hampshire,NCAA,11920,15,6,45,31,45,21,-7.0
0,20192020,Univ. of New Hampshire,NCAA,11920,22,7,40,34,40,29,-2.0
0,20202021,Bakersfield Condors,AHL,7257,17,2,27,32,27,19,16.0
0,20212022,Charlotte Checkers,AHL,2357,4,1,6,22,6,5,-3.0
