,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Little Caesars Bantam Major AAA,T1EBHL,142479,12,6,34,31,34,0.0,18,,,,,,,,,,,,,,,,
0,20102011,Little Caesars U16,T1EHL U16,93518,13,13,30,34,30,0.0,26,,,,,,,,,,,,,,,,
0,20112012,Det. L.C. U18,HPHL,1,10,3,28,22,28,,13,,,,,,,,,,,,,,,,
0,20122013,Green Bay,USHL,1,8,0,70,54,70,3.0,8,53.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20132014,Green Bay,USHL,1,4,1,30,23,30,-5.0,5,33.0,0.0,3.0,0.0,0.0,,,,,,,,,,,
0,20132014,Muskegon,USHL,2,16,5,44,32,44,-1.0,21,70.0,4.0,7.1,1.0,1.0,,,,,,,,,,,
0,20142015,Muskegon,USHL,1,27,14,107,56,107,14.0,41,184.0,3.0,7.6,1.0,0.0,,,,,,,,,,,
0,20152016,North Dakota,NCHC,1,11,4,20,32,20,16.0,15,36.0,0.0,,2.0,0.0,,,,,,,,,,,
0,20152016,Univ. of North Dakota,NCAA,11930,11,4,20,32,20,16.0,15,,,,,,,,,,,,,,,,
0,20162017,Univ. of North Dakota,NCAA,11930,16,6,37,37,37,5.0,22,,,,,,,,,,,,,,,,
0,20172018,Ottawa Senators,National Hockey League,1,2,1,0,10,0,-4.0,3,14.0,0.0,7.14,0.0,0.0,146:28,5.0,0.0,14:02,131:40,0.0,0.0,0.0,00:46,5.0,186.0
0,20172018,Univ. of North Dakota,NCAA,11930,23,12,50,40,50,12.0,35,,,,,,,,,,,,,,,,
0,20182019,Ottawa Senators,National Hockey League,1,8,4,6,30,6,3.0,12,36.0,0.0,11.11,1.0,0.0,519:46,11.0,3.0,56:06,461:58,0.0,0.0,0.0,01:42,31.0,673.0
0,20182019,USA,WC,17215,0,0,0,6,0,-1.0,0,,,,,,,,,,,,,,,,
0,20182019,Belleville Senators,AHL,227817,24,7,24,40,24,7.0,31,,,,,,,,,,,,,,,,
0,20192020,Ottawa Senators,National Hockey League,1,0,0,0,3,0,1.0,0,4.0,0.0,0.0,0.0,0.0,53:03,0.0,0.0,03:40,49:10,0.0,0.0,0.0,00:13,4.0,63.0
0,20192020,Belleville Senators,AHL,227817,0,1,7,9,7,4.0,1,,,,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,3,0,6,15,6,-7.0,3,14.0,0.0,0.0,0.0,0.0,195:05,3.0,0.0,19:55,173:08,0.0,0.0,0.0,02:02,3.0,257.0
0,20202021,Los Angeles Kings,National Hockey League,2,0,0,2,3,2,1.0,0,2.0,0.0,0.0,0.0,0.0,43:46,0.0,0.0,01:25,41:07,0.0,0.0,0.0,01:14,4.0,58.0
0,20202021,USA,WC,17215,5,1,0,10,0,8.0,6,,,,,,,,,,,,,,,,
0,20202021,Ontario Reign,AHL,26957,3,0,2,2,2,2.0,3,,,,,,,,,,,,,,,,
0,20202021,Belleville Senators,AHL,227817,0,0,0,1,0,-2.0,0,,,,,,,,,,,,,,,,
0,20212022,Buffalo Sabres,National Hockey League,1,0,0,0,1,0,-2.0,0,0.0,0.0,0.0,0.0,0.0,08:18,0.0,0.0,00:00,08:18,0.0,0.0,0.0,00:00,2.0,11.0
0,20212022,Los Angeles Kings,National Hockey League,2,1,1,2,8,2,1.0,2,5.0,0.0,20.0,0.0,0.0,123:58,5.0,0.0,07:53,110:30,0.0,0.0,0.0,05:35,11.0,161.0
0,20212022,Ontario Reign,AHL,26957,17,1,22,37,22,-2.0,18,,,,,,,,,,,,,,,,
