,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,St. Sebastian's School,USHS-Prep,61948,9,2,0.0,27,0,0.0,11,,,,,,,,,,,,,,,,
0,20112012,Bos. Adv. U18,T1EHL,1,1,1,5.0,9,5,,2,,,,,,,,,,,,,,,,
0,20112012,St. Sebastian's,High-MA,2,24,5,,28,,,29,,,,,,,,,,,,,,,,
0,20122013,Cape Cod,Minor-MA,1,2,1,19.0,10,19,,3,,,,,,,,,,,,,,,,
0,20122013,St. Sebastian's,High-MA,2,24,10,,28,,,34,,,,,,,,,,,,,,,,
0,20132014,USNTDP,USHL,1,14,6,18.0,31,18,-2.0,20,71.0,5.0,8.5,0.0,0.0,,,,,,,,,,,
0,20132014,USNTDP,U-17,2,17,3,16.0,20,16,,20,,,,,,,,,,,,,,,,
0,20132014,USNTDP,U-18,3,4,1,4.0,8,4,,5,,,,,,,,,,,,,,,,
0,20132014,U.S.A.,WJ18-A,4,4,1,4.0,7,4,6.0,5,20.0,1.0,,0.0,0.0,,,,,,,,,,,
0,20142015,Boston College,H-East,1,18,5,16.0,37,16,,23,,1.0,,0.0,0.0,,,,,,,,,,,
0,20142015,U.S.A.,WJC-A,2,2,0,0.0,5,0,3.0,2,6.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Carolina Hurricanes,National Hockey League,1,18,4,22.0,79,22,-14.0,22,122.0,1.0,3.28,0.0,0.0,1414:25,67.0,7.0,187:10,1220:19,0.0,0.0,0.0,06:56,78.0,1769.0
0,20152016,U.S.A.,WC-A,2,2,1,4.0,10,4,0.0,3,18.0,0.0,,1.0,0.0,,,,,,,,,,,
0,20152016,USA,WC,17215,2,1,4.0,10,4,0.0,3,,,,,,,,,,,,,,,,
0,20162017,Carolina Hurricanes,National Hockey League,1,25,4,26.0,81,26,-19.0,29,108.0,2.0,3.7,1.0,0.0,1451:32,57.0,11.0,164:35,1283:52,0.0,1.0,0.0,03:05,73.0,1785.0
0,20162017,USA,WC,17215,2,0,2.0,8,2,4.0,2,,,,,,,,,,,,,,,,
0,20172018,Carolina Hurricanes,National Hockey League,1,22,10,21.0,79,21,-20.0,32,165.0,1.0,6.06,3.0,0.0,1489:57,81.0,7.0,142:04,1341:18,0.0,1.0,0.0,06:35,69.0,1861.0
0,20182019,Calgary Flames,National Hockey League,1,28,5,12.0,80,12,18.0,33,116.0,1.0,4.31,2.0,1.0,1661:52,87.0,5.0,88:05,1436:55,0.0,0.0,2.0,136:52,83.0,2075.0
0,20182019,USA,WC,17215,3,1,0.0,8,0,10.0,4,,,,,,,,,,,,,,,,
0,20192020,Calgary Flames,National Hockey League,1,17,5,12.0,70,12,-12.0,22,132.0,1.0,3.8,0.0,0.0,1482:00,82.0,5.0,90:53,1274:47,0.0,0.0,0.0,116:20,89.0,1814.0
0,20202021,Calgary Flames,National Hockey League,1,11,4,18.0,47,18,-2.0,15,89.0,0.0,4.5,1.0,0.0,940:34,28.0,3.0,36:15,880:39,0.0,0.0,0.0,23:40,40.0,1248.0
0,20212022,Calgary Flames,National Hockey League,1,38,10,19.0,81,19,27.0,48,189.0,1.0,5.3,1.0,0.0,1725:31,63.0,13.0,148:57,1423:59,0.0,0.0,1.0,152:35,84.0,2437.0
