,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Herisau U15,Mini A,10084911,1,7,4,8,4,0.0,8,,,,,,,,,,,,,,,,
0,20072008,Herisau U15,Mini A,10084911,7,13,18,9,18,0.0,20,,,,,,,,,,,,,,,,
0,20082009,Herisau U15,Mini A,10084911,22,34,26,15,26,0.0,56,,,,,,,,,,,,,,,,
0,20092010,Herisau U17,Top Novizen,82506,9,15,18,20,18,0.0,24,,,,,,,,,,,,,,,,
0,20102011,Pikes Oberthurgau U17,Elite Novizen,67055,2,7,8,23,8,0.0,9,,,,,,,,,,,,,,,,
0,20112012,Pikes U17,Swiss-U17,1,23,23,22,29,22,,46,,,,,,,,,,,,,,,,
0,20112012,Pikes II,Swiss-6,2,2,2,0,1,0,,4,,,,,,,,,,,,,,,,
0,20122013,Rapperswil U17,Swiss-U17,1,17,11,2,10,2,,28,,,,,,,,,,,,,,,,
0,20122013,Rapperswil Jr.,Swiss-Jr.,2,22,16,60,39,60,,38,,,,,,,,,,,,,,,,
0,20132014,Halifax,QMJHL,1,17,17,48,66,48,10.0,34,187.0,2.0,9.1,3.0,0.0,,,,,,,,,,,
0,20142015,Halifax,QMJHL,1,46,44,59,61,59,20.0,90,316.0,23.0,13.9,10.0,0.0,,,,,,,,,,,
0,20152016,Rouyn-Noranda,QMJHL,1,28,23,24,29,24,22.0,51,,8.0,,5.0,0.0,,,,,,,,,,,
0,20152016,Halifax,QMJHL,2,25,11,22,23,22,7.0,36,,4.0,,2.0,0.0,,,,,,,,,,,
0,20152016,Switzerland,WJC-A,3,3,2,4,6,4,-4.0,5,28.0,1.0,7.1,0.0,0.0,,,,,,,,,,,
0,20152016,Rouyn-Noranda Huskies,M-Cup,9401,3,5,6,5,6,1.0,8,,,,,,,,,,,,,,,,
0,20152016,Halifax Mooseheads,QMJHL,9610,25,11,22,23,22,7.0,36,,,,,,,,,,,,,,,,
0,20152016,Rouyn-Noranda Huskies,QMJHL,9660,28,23,24,29,24,22.0,51,,,,,,,,,,,,,,,,
0,20152016,Switzerland U20,WJC-20,17756,3,2,4,6,4,-4.0,5,,,,,,,,,,,,,,,,
0,20162017,San Jose Sharks,National Hockey League,1,3,3,10,34,10,1.0,6,85.0,0.0,3.53,1.0,0.0,424:06,64.0,0.0,06:19,404:00,20.0,0.0,0.0,13:47,5.0,626.0
0,20162017,San Jose Barracuda,AHL,187427,9,14,40,33,40,9.0,23,,,,,,,,,,,,,,,,
0,20172018,San Jose Sharks,National Hockey League,1,15,21,51,81,51,2.0,36,210.0,3.0,10.0,4.0,0.0,1204:17,105.0,4.0,102:41,1083:26,48.63,0.0,0.0,18:10,48.0,1656.0
0,20172018,Switzerland,WC,16145,5,2,2,7,2,1.0,7,,,,,,,,,,,,,,,,
0,20182019,San Jose Sharks,National Hockey League,1,36,30,55,78,55,9.0,66,250.0,6.0,12.0,2.0,0.0,1323:52,99.0,10.0,140:52,1142:52,31.58,2.0,1.0,40:08,40.0,1730.0
0,20192020,San Jose Sharks,National Hockey League,1,27,22,42,70,42,-22.0,49,199.0,2.0,11.1,2.0,0.0,1209:48,155.0,9.0,147:33,1013:38,32.43,0.0,0.0,48:37,38.0,1531.0
0,20202021,San Jose Sharks,National Hockey League,1,19,12,22,54,22,-5.0,31,155.0,2.0,7.7,0.0,0.0,867:06,75.0,10.0,93:07,766:20,28.57,0.0,0.0,07:39,24.0,1098.0
0,20202021,Switzerland,WC,16145,2,4,6,8,6,-1.0,6,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,41,35,54,77,54,-3.0,76,326.0,12.0,10.7,8.0,0.0,1475:01,162.0,18.0,203:53,1267:48,48.65,1.0,0.0,03:20,61.0,1759.0
0,20212022,Switzerland,WC,16145,5,3,9,8,9,1.0,8,,,,,,,,,,,,,,,,
