,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Delta Hockey Academy U15 Varsity,CSSHLV U15,185209,22,27,34,24,34,49,
0,20162017,Delta Hockey Academy U16 Prep,CSSHL U16,174544,0,0,0,1,0,0,
0,20162017,Delta Hockey Academy U15 Prep G,CSSHL U15,178933,34,32,45,29,45,66,
0,20172018,Vancouver Giants,WHL,9661,0,0,0,4,0,0,-1.0
0,20172018,Valley West Giants U18 AAA,BCEHL U18,44339,50,23,57,35,57,73,
0,20182019,Vancouver Giants,WHL,9661,23,23,31,64,31,46,27.0
0,20182019,Canada Red U17,WHC-17,163770,2,1,4,6,4,3,
0,20192020,Vancouver Giants,WHL,9661,28,26,44,57,44,54,30.0
0,20192020,Canada U18,Hlinka Gretzky Cup,144760,4,1,2,5,2,5,7.0
0,20202021,Vancouver Giants,WHL,9661,23,11,29,22,29,34,10.0
0,20212022,Vancouver Giants,WHL,9661,23,9,28,24,28,32,16.0
0,20212022,Edmonton Oil Kings,M-Cup,18331,2,0,0,3,0,2,-1.0
0,20212022,Edmonton Oil Kings,WHL,18851,22,17,33,28,33,39,29.0
