,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Ässät U16,Jr. C SM-sarja,80672,12,21,30,30,30,33,,,,,,,,,,,,,,,,,
0,20152016,Ässät U18,U18 Mestis,25890,12,5,0,6,0,17,,,,,,,,,,,,,,,,,
0,20152016,Ässät U20,U20 SM-sarja,25910,10,5,12,23,12,15,15.0,,,,,,,,,,,,,,,,
0,20152016,Finland U16,YOG,118207,4,3,1,6,1,7,0.0,,,,,,,,,,,,,,,,
0,20162017,Finland U18,WJC-18,17093,5,1,0,7,0,6,1.0,,,,,,,,,,,,,,,,
0,20162017,Ässät U20,U20 SM-sarja,25910,6,9,18,17,18,15,6.0,,,,,,,,,,,,,,,,
0,20172018,Ässät,Liiga,979,19,10,20,57,20,29,-1.0,,,,,,,,,,,,,,,,
0,20172018,Finland U18,WJC-18,17093,6,3,37,7,37,9,9.0,,,,,,,,,,,,,,,,
0,20172018,Finland U18,Hlinka Gretzky Cup,158280,2,2,6,4,6,4,,,,,,,,,,,,,,,,,
0,20182019,Montréal Canadiens,National Hockey League,1,23,11,26,79,26,34,1.0,1085:35,134.0,66.0,1.0,5.0,152:24,932:33,45.73,8.21,2.0,0.0,0.0,0.0,00:38,41.0,1452.0
0,20192020,Montréal Canadiens,National Hockey League,1,2,6,23,36,23,8,-11.0,467:46,55.0,51.0,1.0,2.0,62:06,405:31,42.81,10.9,0.0,0.0,0.0,0.0,00:09,16.0,617.0
0,20192020,Laval Rocket,AHL,222817,12,1,16,13,16,13,0.0,,,,,,,,,,,,,,,,
0,20202021,Montréal Canadiens,National Hockey League,1,15,5,12,56,12,20,-1.0,828:37,87.0,84.0,0.0,4.0,106:01,721:35,47.91,5.7,1.0,0.0,0.0,0.0,01:01,27.0,1090.0
0,20202021,Ässät,Liiga,979,6,2,8,10,8,8,-3.0,,,,,,,,,,,,,,,,
0,20212022,Carolina Hurricanes,National Hockey League,1,17,12,37,66,37,29,3.0,793:32,81.0,74.0,0.0,4.0,78:44,713:44,51.16,14.8,3.0,0.0,0.0,0.0,01:04,15.0,1051.0
