,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Chicago Mission Bantam Major AAA,T1EBHL,141299,11,10,8,31,8,0.0,21,,,,,,,,,,,,,,,,
0,20112012,Chi. Mission,HPHL,1,9,14,8,29,8,,23,,,,,,,,,,,,,,,,
0,20122013,USNTDP,USHL,1,7,8,28,38,28,-19.0,15,87.0,1.0,9.2,0.0,0.0,,,,,,,,,,,
0,20122013,USNTDP,U-17,2,5,4,20,18,20,,9,,,,,,,,,,,,,,,,
0,20132014,USNTDP,USHL,1,12,9,0,26,0,14.0,21,62.0,2.0,14.5,1.0,0.0,,,,,,,,,,,
0,20132014,USNTDP,U-18,2,9,12,10,35,10,,21,,,,,,,,,,,,,,,,
0,20132014,U.S.A.,WJ18-A,4,0,2,4,7,4,4.0,2,16.0,0.0,,1.0,0.0,,,,,,,,,,,
0,20142015,U. of Notre Dame,H-East,1,15,7,14,41,14,,22,,,,,,,,,,,,,,,,
0,20152016,U. of Notre Dame,H-East,1,23,12,8,35,8,28.0,35,92.0,3.0,,0.0,0.0,,,,,,,,,,,
0,20152016,U.S.A.,WJC-A,2,0,3,0,7,0,5.0,3,11.0,1.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Univ. of Notre Dame,NCAA,16100,23,12,8,35,8,28.0,35,,,,,,,,,,,,,,,,
0,20152016,USA U20,WJC-20,17276,0,3,0,7,0,5.0,3,,,,,,,,,,,,,,,,
0,20162017,Univ. of Notre Dame,NCAA,16100,31,21,16,39,16,17.0,52,,,,,,,,,,,,,,,,
0,20162017,USA,WC,17215,0,0,0,5,0,0.0,0,,,,,,,,,,,,,,,,
0,20172018,Boston Bruins,National Hockey League,1,8,4,6,30,6,2.0,12,30.0,2.0,13.33,0.0,0.0,370:25,19.0,3.0,29:32,340:44,50.0,0.0,0.0,00:09,11.0,490.0
0,20172018,Providence Bruins,AHL,897,2,2,2,9,2,-1.0,4,,,,,,,,,,,,,,,,
0,20182019,Boston Bruins,National Hockey League,1,2,1,2,20,2,-1.0,3,18.0,0.0,5.56,0.0,0.0,235:59,9.0,0.0,16:52,217:46,100.0,0.0,0.0,01:21,12.0,305.0
0,20182019,Providence Bruins,AHL,897,9,1,2,13,2,-3.0,10,,,,,,,,,,,,,,,,
0,20192020,Boston Bruins,National Hockey League,1,10,9,10,58,10,5.0,19,66.0,1.0,13.6,0.0,0.0,749:59,43.0,1.0,19:25,701:09,33.33,0.0,0.0,29:25,21.0,959.0
0,20192020,Providence Bruins,AHL,897,5,3,4,7,4,5.0,8,,,,,,,,,,,,,,,,
0,20202021,Boston Bruins,National Hockey League,1,3,2,10,30,10,-8.0,5,22.0,0.0,9.1,0.0,0.0,369:11,37.0,0.0,01:16,319:47,0.0,0.0,0.0,48:08,9.0,514.0
0,20202021,Buffalo Sabres,National Hockey League,2,3,3,4,15,4,-5.0,6,19.0,0.0,15.8,0.0,0.0,255:30,11.0,0.0,01:08,229:11,0.0,0.0,1.0,25:11,4.0,309.0
0,20212022,Buffalo Sabres,National Hockey League,1,3,5,10,58,10,-14.0,8,51.0,0.0,9.8,0.0,0.0,698:08,11.0,0.0,02:35,661:38,20.0,0.0,0.0,33:55,16.0,917.0
