,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Moose Jaw Warriors Bantam AA,SBAAHL,128980,12,13,52,20,52,0.0,25,,,,,,,,,,,,,,,,
0,20102011,Moose Jaw Generals,SMHL,78951,3,2,12,10,12,0.0,5,,,,,,,,,,,,,,,,
0,20112012,Moose Jaw Generals,SMHL,78951,11,19,53,41,53,0.0,30,,,,,,,,,,,,,,,,
0,20122013,Moose Jaw Generals,SMHL,78951,21,27,24,35,24,0.0,48,,,,,,,,,,,,,,,,
0,20132014,Okotoks,AJHL,1,24,13,82,52,82,,37,6.0,2.0,1.0,,,,,,,,,,,,,
0,20142015,Okotoks,AJHL,1,30,24,119,54,119,,54,6.0,6.0,2.0,,,,,,,,,,,,,
0,20152016,North Dakota,NCHC,1,7,11,52,41,52,10.0,18,2.0,2.0,2.0,74.0,14.9,,,,,,,,,,,
0,20152016,Univ. of North Dakota,NCAA,11930,7,11,52,41,52,10.0,18,,,,,,,,,,,,,,,,
0,20162017,Univ. of North Dakota,NCAA,11930,13,8,69,38,69,2.0,21,,,,,,,,,,,,,,,,
0,20172018,Univ. of North Dakota,NCAA,11930,13,7,48,33,48,6.0,20,,,,,,,,,,,,,,,,
0,20182019,Univ. of North Dakota,NCAA,11930,7,8,71,37,71,-4.0,15,,,,,,,,,,,,,,,,
0,20182019,Texas Stars,AHL,45177,1,4,4,11,4,-2.0,5,,,,,,,,,,,,,,,,
0,20192020,Dallas Stars,National Hockey League,1,0,0,2,8,2,0.0,0,0.0,0.0,0.0,8.0,0.0,81:05,8.0,0.0,00:14,69:40,47.17,0.0,0.0,11:11,2.0,136.0
0,20192020,Texas Stars,AHL,45177,15,9,36,55,36,-2.0,24,,,,,,,,,,,,,,,,
0,20202021,Dallas Stars,National Hockey League,1,1,1,8,28,8,-9.0,2,0.0,0.0,0.0,23.0,4.3,278:58,52.0,0.0,01:07,271:26,43.0,0.0,0.0,06:25,11.0,430.0
0,20202021,Texas Stars,AHL,45177,0,0,4,2,4,-1.0,0,,,,,,,,,,,,,,,,
0,20212022,Dallas Stars,National Hockey League,1,0,0,0,4,0,-1.0,0,0.0,0.0,0.0,0.0,0.0,32:25,5.0,0.0,00:00,32:25,45.45,0.0,0.0,00:00,1.0,47.0
0,20212022,Texas Stars,AHL,45177,9,7,69,66,69,-8.0,16,,,,,,,,,,,,,,,,
