,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Cushing Academy,USHS-Prep,26608,2,2,0,29,0,0.0,4,,,,,,,,,,,,,,,,
0,20082009,Cushing Academy,USHS-Prep,26608,27,16,0,31,0,0.0,43,,,,,,,,,,,,,,,,
0,20092010,Cushing Academy,USHS-Prep,26608,41,30,0,31,0,0.0,71,,,,,,,,,,,,,,,,
0,20102011,UMass (Amherst),NCAA,10810,8,6,12,34,12,-5.0,14,,,,,,,,,,,,,,,,
0,20112012,Massachusetts,H-East,1,23,12,10,36,10,,35,,,,,,,,,,,,,,,,
0,20122013,Massachusetts,H-East,1,16,11,29,34,29,,27,,,,,,,,,,,,,,,,
0,20132014,Massachusetts,H-East,1,19,9,2,34,2,,28,,,,,,,,,,,,,,,,
0,20132014,Wilkes-Barre,AHL,2,0,0,0,2,0,0.0,0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20142015,Wilkes-Barre,AHL,1,25,20,8,58,8,0.0,45,127.0,5.0,15.7,1.0,0.0,,,,,,,,,,,
0,20152016,Pittsburgh Penguins,National Hockey League,1,3,7,8,44,8,-1.0,10,51.0,0.0,13.73,0.0,0.0,429:08,15.0,0.0,33:24,395:20,12.5,0.0,0.0,00:24,5.0,603.0
0,20152016,Wilkes-Barre,AHL,2,29,7,4,30,4,8.0,36,93.0,1.0,7.5,2.0,0.0,,,,,,,,,,,
0,20152016,Wilkes-Barre/Scranton Penguins,AHL,1077,29,7,4,30,4,8.0,36,,,,,,,,,,,,,,,,
0,20162017,Pittsburgh Penguins,National Hockey League,1,30,23,22,61,22,24.0,53,154.0,2.0,14.94,6.0,0.0,972:12,29.0,5.0,108:54,862:38,0.0,1.0,0.0,00:40,23.0,1290.0
0,20172018,Pittsburgh Penguins,National Hockey League,1,12,18,10,79,10,2.0,30,142.0,2.0,12.68,4.0,0.0,1101:50,29.0,3.0,93:49,1006:52,36.36,1.0,0.0,01:09,31.0,1513.0
0,20182019,Buffalo Sabres,National Hockey League,1,20,14,12,78,12,-18.0,34,147.0,4.0,9.52,3.0,0.0,1140:24,29.0,6.0,132:39,1005:36,55.88,1.0,0.0,02:09,29.0,1480.0
0,20192020,Buffalo Sabres,National Hockey League,1,10,9,8,55,8,-4.0,19,88.0,1.0,10.2,1.0,0.0,710:15,25.0,3.0,68:09,641:40,25.0,0.0,0.0,00:26,24.0,926.0
0,20192020,Pittsburgh Penguins,National Hockey League,2,3,1,2,8,2,-1.0,4,14.0,0.0,7.1,0.0,0.0,115:34,3.0,0.0,06:33,108:06,0.0,0.0,0.0,00:55,2.0,156.0
0,20202021,Washington Capitals,National Hockey League,1,8,14,14,53,14,-1.0,22,88.0,1.0,15.9,1.0,0.0,726:38,24.0,3.0,54:57,671:23,30.0,1.0,0.0,00:18,20.0,940.0
0,20212022,Washington Capitals,National Hockey League,1,24,19,14,71,14,-2.0,43,129.0,2.0,14.7,5.0,0.0,1085:18,45.0,6.0,122:12,934:55,40.74,0.0,0.0,28:11,44.0,1364.0
