,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Gimo,Sweden-4,1,0,0,6,23,6,0,,,,,,,,,,,,,,,,,
0,20092010,Gimo,Sweden-4,2,9,7,28,32,28,16,,,,,,,,,,,,,,,,,
0,20102011,Tierp,Sweden-3,1,9,2,30,30,30,11,,,,,,,,,,,,,,,,,
0,20102011,MODO U18,Swe-U18,2,0,0,2,2,2,0,,,,,,,,,,,,,,,,,
0,20112012,MODO U18,Swe-U18,1,4,1,10,5,10,5,,,,,,,,,,,,,,,,,
0,20112012,MODO Jr.,Swe-Jr.,2,13,4,46,44,46,17,,,,,,,,,,,,,,,,,
0,20122013,MODO Jr.,Swe-Jr.,1,13,11,24,28,24,24,,,,,,,,,,,,,,,,,
0,20122013,MODO,Sweden,2,1,0,2,27,2,1,,,,,,,,,,,,,,,,,
0,20122013,Sweden,WJ18-A,4,3,1,12,5,12,4,14.0,1.0,7.14,0.0,0.0,1.0,,,,,,,,,,,
0,20132014,MODO Jr.,Swe-Jr.,1,6,1,6,8,6,7,,,,,,,,,,,,,,,,,
0,20132014,MODO,Sweden,2,5,1,47,50,47,6,,,,,,,,,,,,,,,,,
0,20132014,Sweden,Olympics,3,0,1,12,7,12,1,5.0,0.0,,0.0,0.0,4.0,,,,,,,,,,,
0,20132014,Adirondack,AHL,4,3,1,10,10,10,4,,,,,,,,,,,,,,,,,
0,20142015,Lehigh Valley,AHL,1,17,3,42,69,42,20,122.0,2.0,2.5,0.0,1.0,-12.0,,,,,,,,,,,
0,20142015,Sweden,WJC-A,2,2,0,2,7,2,2,15.0,0.0,,0.0,0.0,-3.0,,,,,,,,,,,
0,20152016,Lehigh Valley,AHL,1,6,5,42,65,42,11,84.0,3.0,6.0,1.0,0.0,-11.0,,,,,,,,,,,
0,20152016,Lehigh Valley Phantoms,AHL,173347,6,5,42,65,42,11,,,,,,-11.0,,,,,,,,,,,
0,20162017,Philadelphia Flyers,National Hockey League,1,0,0,0,1,0,0,5.0,0.0,0.0,0.0,0.0,0.0,21:19,4.0,0.0,00:00,19:45,0.0,0.0,0.0,01:34,3.0,27.0
0,20162017,Lehigh Valley Phantoms,AHL,173347,8,7,48,58,48,15,,,,,,10.0,,,,,,,,,,,
0,20172018,Philadelphia Flyers,National Hockey League,1,6,3,32,70,32,9,89.0,0.0,3.37,0.0,0.0,5.0,1269:43,238.0,0.0,05:33,1151:10,0.0,0.0,0.0,113:00,100.0,1699.0
0,20182019,Philadelphia Flyers,National Hockey League,1,15,5,63,82,63,20,86.0,0.0,5.81,1.0,0.0,-3.0,1389:31,258.0,0.0,03:39,1240:57,0.0,0.0,0.0,144:55,158.0,1893.0
0,20182019,Sweden,WC,6815,0,0,4,8,4,0,,,,,,2.0,,,,,,,,,,,
0,20182019,Sweden,EHT,89816,0,0,0,3,0,0,,,,,,-2.0,,,,,,,,,,,
0,20192020,Philadelphia Flyers,National Hockey League,1,10,3,30,49,30,13,38.0,1.0,7.9,0.0,0.0,14.0,764:14,136.0,1.0,01:40,708:30,0.0,0.0,0.0,54:04,79.0,1089.0
0,20202021,Philadelphia Flyers,National Hockey League,1,3,2,18,34,18,5,29.0,0.0,6.9,0.0,0.0,-3.0,532:39,100.0,0.0,01:16,474:02,0.0,0.0,0.0,57:21,31.0,756.0
0,20212022,Buffalo Sabres,National Hockey League,1,7,1,25,48,25,8,45.0,0.0,2.2,0.0,0.0,-9.0,816:32,97.0,0.0,02:07,700:00,0.0,0.0,0.0,114:25,91.0,1055.0
0,20212022,Florida Panthers,National Hockey League,2,1,0,10,16,10,1,14.0,0.0,0.0,0.0,0.0,0.0,208:42,41.0,0.0,00:00,199:53,0.0,0.0,0.0,08:49,11.0,289.0
