,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Belle Tire Bantam Minor AAA,T1EMBHL,168360,10,11,24,18,24,0.0,21,,,,,,,,,,,,,,,,
0,20112012,Honeybaked Bantam Minor AAA,HPMBHL,148516,15,13,48,19,48,0.0,28,,,,,,,,,,,,,,,,
0,20122013,Compuware U16,HPHL U16,97114,8,5,34,20,34,0.0,13,,,,,,,,,,,,,,,,
0,20132014,Det. H-Baked U18,HPHL,1,13,9,123,25,123,,22,,,,,,,,,,,,,,,,
0,20142015,USNTDP,USHL,1,5,5,116,24,116,-5.0,10,65.0,2.0,7.7,1.0,1.0,,,,,,,,,,,
0,20142015,USNTDP,U-17,2,5,13,73,16,73,,18,,,,,,,,,,,,,,,,
0,20152016,London,OHL,1,24,28,106,63,106,30.0,52,,,,,,,,,,,,,,,,
0,20152016,London Knights,M-Cup,2561,2,2,8,4,8,3.0,4,,,,,,,,,,,,,,,,
0,20152016,London Knights,OHL,2778,24,28,106,63,106,30.0,52,,,,,,,,,,,,,,,,
0,20162017,London Knights,OHL,2778,19,17,65,33,65,23.0,36,,,,,,,,,,,,,,,,
0,20172018,London Knights,OHL,2778,3,18,34,25,34,-7.0,21,,,,,,,,,,,,,,,,
0,20172018,Kingston Frontenacs,OHL,9408,2,1,2,6,2,1.0,3,,,,,,,,,,,,,,,,
0,20172018,USA U20,WJC-20,17276,1,1,2,7,2,-2.0,2,,,,,,,,,,,,,,,,
0,20182019,Anaheim Ducks,National Hockey League,1,3,2,14,30,14,-1.0,5,58.0,0.0,3.45,1.0,0.0,395:14,30.0,1.0,19:12,353:07,33.33,0.0,0.0,22:55,5.0,549.0
0,20182019,San Diego Gulls,AHL,85177,15,14,50,43,50,7.0,29,,,,,,,,,,,,,,,,
0,20192020,Anaheim Ducks,National Hockey League,1,4,8,36,59,36,-6.0,12,102.0,0.0,7.8,0.0,1.0,842:03,82.0,1.0,28:59,770:49,40.74,0.0,1.0,42:15,18.0,1165.0
0,20192020,San Diego Gulls,AHL,85177,0,2,21,8,21,-4.0,2,,,,,,,,,,,,,,,,
0,20202021,Anaheim Ducks,National Hockey League,1,4,7,36,46,36,-9.0,11,77.0,2.0,9.1,1.0,0.0,651:45,100.0,3.0,39:10,577:46,50.0,0.0,0.0,34:49,11.0,931.0
0,20212022,Anaheim Ducks,National Hockey League,1,0,0,15,2,15,-1.0,0,2.0,0.0,0.0,0.0,0.0,19:48,2.0,0.0,00:01,17:39,50.0,0.0,0.0,02:08,0.0,29.0
