,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Lloydminster Heat Bantam AAA,AMBHL,61178,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20122013,Lloydminster Blazers Bantam AA,ERBHL,109122,23,26,52,32,52,49,,,,,,,,,,,,,,,,,
0,20132014,Lloydminster Heat Bantam AAA,AMBHL,61178,37,26,58,33,58,63,,,,,,,,,,,,,,,,,
0,20132014,Lloydminster Rage Min. Mdgt AAA,AMMHL,91444,2,0,0,2,0,2,,,,,,,,,,,,,,,,,
0,20142015,Everett Silvertips,WHL,15406,0,0,0,3,0,0,-2.0,,,,,,,,,,,,,,,,
0,20142015,Lloydminster Bobcats,AJHL,33011,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20142015,Lloydminster Bobcats Midget AAA,AMHL,36907,17,12,48,32,48,29,,,,,,,,,,,,,,,,,
0,20152016,Everett Silvertips,WHL,16391,0,0,0,1,0,0,0.0,,,,,,,,,,,,,,,,
0,20152016,Lloydminster Bobcats,AJHL,32942,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20152016,Lloydminster Bobcats U18 AAA,AEHL U18,37771,22,14,50,32,50,36,,,,,,,,,,,,,,,,,
0,20162017,Everett Silvertips,WHL,16391,7,7,8,60,8,14,-4.0,,,,,,,,,,,,,,,,
0,20172018,Everett Silvertips,WHL,16391,12,24,10,72,10,36,6.0,,,,,,,,,,,,,,,,
0,20182019,Everett Silvertips,WHL,16391,34,39,26,67,26,73,37.0,,,,,,,,,,,,,,,,
0,20192020,Everett Silvertips,WHL,16391,34,40,42,63,42,74,30.0,,,,,,,,,,,,,,,,
0,20202021,Tulsa Oilers,ECHL,7415,2,2,2,14,2,4,-1.0,,,,,,,,,,,,,,,,
0,20202021,San Diego Gulls,AHL,85177,10,10,4,39,4,20,8.0,,,,,,,,,,,,,,,,
0,20212022,Anaheim Ducks,National Hockey League,1,0,0,0,1,0,0,0.0,06:06,2.0,0.0,0.0,0.0,00:00,06:06,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,9.0
0,20212022,San Diego Gulls,AHL,85177,17,12,35,67,35,29,-8.0,,,,,,,,,,,,,,,,
