,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Belle Tire  U16,T1EHL U16,102148,16,12,30,29,30,0.0,28,,,,,,,,,,,,,,,,
0,20082009,Dallas Stars  U18,T1EHL U18,48647,24,21,120,46,120,0.0,45,,,,,,,,,,,,,,,,
0,20092010,Tri-City,USHL,1,10,2,32,22,32,-7.0,12,0.0,0.0,0.0,,,,,,,,,,,,,
0,20092010,Indiana,USHL,2,8,8,24,36,24,-3.0,16,1.0,0.0,0.0,,,,,,,,,,,,,
0,20102011,Indiana,USHL,1,58,34,72,59,72,52.0,92,11.0,5.0,1.0,,,,,,,,,,,,,
0,20112012,Miami U.,CCHA,1,11,12,56,39,56,,23,2.0,3.0,0.0,,,,,,,,,,,,,
0,20122013,Miami U.,CCHA,1,10,9,56,40,56,,19,3.0,4.0,0.0,,,,,,,,,,,,,
0,20132014,Miami U.,NCHC,1,9,19,65,27,65,,28,7.0,3.0,0.0,,,,,,,,,,,,,
0,20142015,Miami U.,NCHC,1,17,20,99,37,99,,37,4.0,4.0,1.0,,,,,,,,,,,,,
0,20152016,Albany,AHL,1,3,4,19,14,19,5.0,7,0.0,1.0,0.0,26.0,15.4,,,,,,,,,,,
0,20152016,Albany Devils,AHL,70157,3,4,19,14,19,5.0,7,,,,,,,,,,,,,,,,
0,20162017,New Jersey Devils,National Hockey League,1,1,1,27,23,27,-7.0,2,0.0,0.0,0.0,29.0,3.45,295:28,51.0,0.0,01:27,269:58,42.48,0.0,0.0,24:03,15.0,398.0
0,20162017,Albany Devils,AHL,70157,20,19,56,52,56,21.0,39,,,,,,,,,,,,,,,,
0,20172018,New Jersey Devils,National Hockey League,1,12,13,50,79,50,7.0,25,0.0,2.0,3.0,146.0,8.9,1137:15,216.0,0.0,07:46,960:11,46.93,0.0,3.0,169:18,57.0,1524.0
0,20172018,USA,WC,17215,1,1,8,10,8,3.0,2,,,,,,,,,,,,,,,,
0,20182019,New Jersey Devils,National Hockey League,1,14,22,71,78,71,-19.0,36,3.0,3.0,3.0,213.0,10.33,1326:57,225.0,3.0,57:09,1060:00,41.6,0.0,5.0,209:48,44.0,1656.0
0,20192020,New Jersey Devils,National Hockey League,1,10,21,40,57,40,-2.0,31,1.0,2.0,3.0,182.0,11.5,971:03,166.0,3.0,28:18,783:39,31.94,0.0,4.0,159:06,40.0,1190.0
0,20192020,Tampa Bay Lightning,National Hockey League,2,1,0,16,9,16,2.0,1,0.0,0.0,0.0,18.0,0.0,132:20,25.0,0.0,00:48,114:40,20.0,0.0,0.0,16:52,6.0,174.0
0,20202021,Tampa Bay Lightning,National Hockey League,1,17,14,37,55,37,15.0,31,1.0,3.0,1.0,122.0,11.5,850:35,109.0,1.0,19:15,709:00,22.22,1.0,1.0,122:20,20.0,1146.0
0,20212022,Calgary Flames,National Hockey League,1,17,16,60,81,60,16.0,33,0.0,2.0,1.0,212.0,7.5,1200:28,163.0,0.0,24:49,1054:40,10.53,0.0,2.0,120:59,44.0,1720.0
