,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Russia U16,YOG,118217,4,4,8,6,8,0.0,8,,,,,,,,,,,,,,,,
0,20112012,Ak Bars Kazan Selects U15,WSI U15,260200,7,5,20,7,20,,12,,,,,,,,,,,,,,,,
0,20122013,Irbis Kazan Jr.,Rus.-Jr. B,1,2,2,6,6,6,,4,,,,,,,,,,,,,,,,
0,20122013,Kazan Jr.,Russia-Jr.,2,9,9,34,34,34,,18,,,,,,,,,,,,,,,,
0,20132014,Kazan,KHL,1,0,0,0,3,0,,0,,,,,,,,,,,,,,,,
0,20132014,Kazan Jr.,Russia-Jr.,2,13,14,68,29,68,,27,,,,,,,,,,,,,,,,
0,20132014,Russia,WJ18-A,3,4,3,4,5,4,2.0,7,19.0,2.0,15.8,0.0,0.0,,,,,,,,,,,
0,20142015,Cape Breton,QMJHL,1,46,32,70,55,70,19.0,78,183.0,10.0,17.5,3.0,0.0,,,,,,,,,,,
0,20152016,Cape Breton,QMJHL,1,47,32,97,50,97,26.0,79,,,,,,,,,,,,,,,,
0,20152016,Russia,WJC-A,2,0,0,6,7,6,-3.0,0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20152016,Cape Breton Eagles,QMJHL,9690,47,32,97,50,97,26.0,79,,,,,,,,,,,,,,,,
0,20152016,Russia U20,WJC-20,17546,0,0,6,7,6,-3.0,0,,,,,,,,,,,,,,,,
0,20162017,Detroit Red Wings,National Hockey League,1,0,0,0,2,0,0.0,0,4.0,0.0,0.0,0.0,0.0,26:17,2.0,0.0,00:00,26:17,0.0,0.0,0.0,00:00,1.0,43.0
0,20162017,Grand Rapids Griffins,AHL,987,31,20,62,74,62,0.0,51,,,,,,,,,,,,,,,,
0,20172018,Detroit Red Wings,National Hockey League,1,2,2,8,14,8,-2.0,4,15.0,0.0,13.33,0.0,0.0,123:29,15.0,0.0,00:00,123:29,20.0,0.0,0.0,00:00,6.0,179.0
0,20172018,Grand Rapids Griffins,AHL,987,16,7,58,57,58,-4.0,23,,,,,,,,,,,,,,,,
0,20192020,Detroit Red Wings,National Hockey League,1,0,0,2,4,2,-1.0,0,7.0,0.0,0.0,0.0,0.0,33:18,5.0,0.0,02:55,30:23,0.0,0.0,0.0,00:00,1.0,48.0
0,20192020,Grand Rapids Griffins,AHL,987,14,11,61,51,61,-10.0,25,,,,,,,,,,,,,,,,
0,20202021,Detroit Red Wings,National Hockey League,1,5,3,10,21,10,-3.0,8,21.0,1.0,14.3,1.0,0.0,248:11,20.0,2.0,28:37,218:36,33.33,0.0,0.0,00:58,6.0,329.0
0,20202021,Grand Rapids Griffins,AHL,987,1,1,2,4,2,-2.0,2,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,12,7,38,72,38,-4.0,19,78.0,0.0,9.0,1.0,0.0,774:22,104.0,0.0,01:24,772:50,42.86,0.0,0.0,00:08,22.0,1050.0
