,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Compuware Bantam Minor AAA,HPMBHL,167816,6,15,10.0,17,10,21,,,,,,,,,,,,,,,,,
0,20132014,Compuware Bantam Major AAA,HPBHL,143935,5,5,6.0,17,6,10,,,,,,,,,,,,,,,,,
0,20152016,Little Caesars 16U AAA,HPHL 16U,94041,10,9,14.0,23,14,19,,,,,,,,,,,,,,,,,
0,20152016,Team Black,USA-S16,177514,0,1,12.0,5,12,1,,,,,,,,,,,,,,,,,
0,20162017,St. Cloud Norsemen,NAHL,124634,32,28,103.0,59,103,60,9.0,,,,,,,,,,,,,,,,
0,20162017,Team Forest,USA-S17,177405,2,0,,5,,2,,,,,,,,,,,,,,,,,
0,20172018,Lincoln Stars,USHL,9366,21,18,64.0,51,64,39,2.0,,,,,,,,,,,,,,,,
0,20172018,USA U19,WJAC-19,87412,1,2,2.0,5,2,3,,,,,,,,,,,,,,,,,
0,20182019,London Knights,OHL,2778,17,9,25.0,48,25,26,9.0,,,,,,,,,,,,,,,,
0,20182019,Western Michigan Univ.,NCAA,13060,1,0,2.0,8,2,1,-5.0,,,,,,,,,,,,,,,,
0,20192020,Chicago Wolves,AHL,957,5,4,24.0,56,24,9,-13.0,,,,,,,,,,,,,,,,
0,20202021,Henderson Silver Knights,AHL,307807,11,5,18.0,38,18,16,9.0,,,,,,,,,,,,,,,,
0,20212022,Vegas Golden Knights,National Hockey League,1,0,2,6.0,7,6,2,1.0,61:41,11.0,17.0,0.0,0.0,00:09,61:32,0.0,18.2,0.0,0.0,0.0,0.0,00:00,1.0,93.0
0,20212022,Henderson Silver Knights,AHL,307807,15,19,62.0,59,62,34,0.0,,,,,,,,,,,,,,,,
