,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Saint-Eustache,QAAA,1,24,23,32,40,32,47,,,,,,,,,,,,,,,,,
0,20102011,Chicoutimi,QMJHL,1,37,23,42,63,42,60,160.0,3.0,14.38,1.0,1.0,26.0,,,,,,,,,,,
0,20112012,Chicoutimi,QMJHL,1,41,25,50,59,50,66,,5.0,,2.0,0.0,28.0,,,,,,,,,,,
0,20122013,Chicoutimi,QMJHL,1,41,30,66,56,66,71,269.0,9.0,11.15,3.0,3.0,15.0,,,,,,,,,,,
0,20122013,Hamilton,AHL,2,2,1,4,9,4,3,22.0,0.0,4.55,1.0,0.0,-5.0,,,,,,,,,,,
0,20132014,Baie-Comeau,QMJHL,1,23,12,26,24,26,35,109.0,4.0,11.0,5.0,0.0,11.0,,,,,,,,,,,
0,20132014,Canada,WJC-A,2,1,1,2,7,2,2,8.0,0.0,,0.0,0.0,5.0,,,,,,,,,,,
0,20132014,Chicoutimi,QMJHL,3,27,14,57,33,57,41,180.0,5.0,7.8,2.0,0.0,-2.0,,,,,,,,,,,
0,20142015,Hamilton,AHL,1,38,19,68,75,68,57,165.0,3.0,11.5,3.0,0.0,5.0,,,,,,,,,,,
0,20152016,Montréal Canadiens,National Hockey League,1,2,0,0,3,0,2,3.0,0.0,0.0,0.0,0.0,2.0,32:05,7.0,0.0,02:11,29:54,0.0,0.0,0.0,00:00,1.0,46.0
0,20152016,St. John's,AHL,2,25,28,79,67,79,53,181.0,10.0,15.5,3.0,0.0,-3.0,,,,,,,,,,,
0,20152016,St. John's IceCaps,AHL,99687,25,28,79,67,79,53,,,,,,-3.0,,,,,,,,,,,
0,20162017,Montréal Canadiens,National Hockey League,1,2,0,2,3,2,2,3.0,0.0,0.0,0.0,0.0,1.0,35:47,11.0,0.0,01:13,34:34,0.0,0.0,0.0,00:00,0.0,48.0
0,20162017,St. John's IceCaps,AHL,99687,22,27,52,56,52,49,,,,,,3.0,,,,,,,,,,,
0,20172018,Montréal Canadiens,National Hockey League,1,20,10,38,72,38,30,179.0,3.0,5.59,1.0,0.0,-12.0,1010:05,126.0,8.0,108:56,900:51,40.18,0.0,1.0,00:18,38.0,1304.0
0,20182019,Montréal Canadiens,National Hockey League,1,2,3,16,32,16,5,50.0,0.0,6.0,0.0,0.0,-9.0,373:32,73.0,1.0,50:56,322:36,44.44,0.0,0.0,00:00,9.0,489.0
0,20192020,Montréal Canadiens,National Hockey League,1,1,1,0,15,0,2,22.0,0.0,4.5,1.0,0.0,-9.0,173:07,25.0,0.0,15:53,157:14,25.0,0.0,0.0,00:00,2.0,227.0
0,20192020,Laval Rocket,AHL,222817,8,27,51,46,51,35,,,,,,0.0,,,,,,,,,,,
0,20202021,Lausanne,NL,2396,17,15,28,33,28,32,,,,,,17.0,,,,,,,,,,,
0,20212022,Syracuse Crunch,AHL,1057,27,30,56,66,56,57,,,,,,-10.0,,,,,,,,,,,
