,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Ind. Jr. Ice U16,Minor-IN,1,10,18,10,14,10,28,,,,,,,,,,,,,,,,,
0,20132014,Ind. Jr. Ice U16,HPHL,2,2,1,2,5,2,3,,,,,,,,,,,,,,,,,
0,20142015,Windsor,OHL,1,26,17,20,56,20,43,4.0,1.0,0.0,-8.0,,,,,,,,,,,,,
0,20152016,Windsor,OHL,1,53,21,40,59,40,74,6.0,6.0,0.0,24.0,158.0,13.3,,,,,,,,,,,
0,20152016,U.S.A.,WJ18-A,2,9,3,2,7,2,12,0.0,1.0,0.0,6.0,22.0,,,,,,,,,,,,
0,20152016,Windsor Spitfires,OHL,9508,53,21,40,59,40,74,,,,24.0,,,,,,,,,,,,,
0,20152016,USA U18,WJC-18,17253,9,3,2,7,2,12,,,,6.0,,,,,,,,,,,,,
0,20152016,U.S. National U18 Team,USDP,19564,9,4,6,9,6,13,,,,,,,,,,,,,,,,,
0,20152016,Team Red,U18-Dev,178681,0,0,2,3,2,0,,,,,,,,,,,,,,,,,
0,20162017,Windsor Spitfires,M-Cup,9291,4,1,0,4,0,5,,,,1.0,,,,,,,,,,,,,
0,20162017,Windsor Spitfires,OHL,9508,26,14,27,35,27,40,,,,-5.0,,,,,,,,,,,,,
0,20172018,Ottawa Senators,National Hockey League,1,1,0,0,4,0,1,0.0,0.0,0.0,0.0,4.0,0.0,32:31,1.0,0.0,09:22,23:09,33.33,0.0,0.0,00:00,1.0,43.0
0,20172018,Kitchener Rangers,OHL,9418,15,9,6,17,6,24,,,,10.0,,,,,,,,,,,,,
0,20172018,Windsor Spitfires,OHL,9508,11,13,10,15,10,24,,,,-6.0,,,,,,,,,,,,,
0,20172018,USA U20,WJC-20,17276,1,0,0,3,0,1,,,,0.0,,,,,,,,,,,,,
0,20182019,Ottawa Senators,National Hockey League,1,0,0,0,2,0,0,0.0,0.0,0.0,-2.0,2.0,0.0,21:02,0.0,0.0,05:05,15:57,25.0,0.0,0.0,00:00,1.0,27.0
0,20182019,Belleville Senators,AHL,227817,28,14,24,56,24,42,,,,19.0,,,,,,,,,,,,,
0,20192020,Ottawa Senators,National Hockey League,1,7,1,4,23,4,8,1.0,1.0,0.0,0.0,23.0,4.3,270:25,13.0,3.0,44:20,224:56,41.04,0.0,0.0,01:09,11.0,405.0
0,20192020,Belleville Senators,AHL,227817,21,7,43,25,43,28,,,,7.0,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,0,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,09:40,0.0,0.0,03:57,05:43,0.0,0.0,0.0,00:00,0.0,13.0
0,20202021,Belleville Senators,AHL,227817,7,2,8,13,8,9,,,,0.0,,,,,,,,,,,,,
0,20212022,St. Louis Blues,National Hockey League,1,7,4,8,39,8,11,0.0,0.0,0.0,-3.0,34.0,11.8,397:24,22.0,1.0,14:25,381:38,39.29,0.0,0.0,01:21,13.0,553.0
0,20212022,Springfield Thunderbirds,AHL,39667,11,6,10,19,10,17,,,,4.0,,,,,,,,,,,,,
