,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,St. Louis AAA Blues 16U AAA,T1EHL 16U,96976,13,12,34.0,37,34,25,,,,,,,,,,,,,,,,,
0,20142015,Green Bay Gamblers,USHL,9936,1,0,2.0,4,2,1,-1.0,,,,,,,,,,,,,,,,
0,20142015,St. Louis AAA Blues 18U AAA,T1EHL 18U,162227,16,3,37.0,29,37,19,,,,,,,,,,,,,,,,,
0,20142015,Team Grey,USA-S16,177914,3,0,,6,,3,,,,,,,,,,,,,,,,,
0,20152016,Green Bay Gamblers,USHL,9936,4,3,22.0,21,22,7,7.0,,,,,,,,,,,,,,,,
0,20152016,Team Forest,USA-S17,177405,1,1,2.0,5,2,2,,,,,,,,,,,,,,,,,
0,20162017,Green Bay Gamblers,USHL,9936,8,10,49.0,55,49,18,8.0,,,,,,,,,,,,,,,,
0,20172018,Green Bay Gamblers,USHL,9936,27,21,18.0,60,18,48,2.0,,,,,,,,,,,,,,,,
0,20182019,Clarkson Univ.,NCAA,7410,9,14,14.0,32,14,23,14.0,,,,,,,,,,,,,,,,
0,20192020,Clarkson Univ.,NCAA,7410,14,13,30.0,32,30,27,9.0,,,,,,,,,,,,,,,,
0,20202021,Columbus Blue Jackets,National Hockey League,1,0,0,4.0,6,4,0,-1.0,62:19,7.0,12.0,0.0,0.0,00:08,62:09,17.65,0.0,0.0,0.0,0.0,0.0,00:02,7.0,89.0
0,20202021,Clarkson Univ.,NCAA,7410,3,2,26.0,14,26,5,1.0,,,,,,,,,,,,,,,,
0,20202021,Cleveland Monsters,AHL,22447,2,8,14.0,15,14,10,4.0,,,,,,,,,,,,,,,,
0,20212022,Cleveland Monsters,AHL,22447,5,6,39.0,29,39,11,-6.0,,,,,,,,,,,,,,,,
