,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Togliatti Jr.,Russia-Jr.,1,9,7,6,37,6,16,,,,,,,,,,,,,,,,,
0,20142015,Togliatti,KHL,1,1,0,2,8,2,1,,,,,,,,,,,,,,,,,
0,20142015,Togliatti Jr.,Russia-Jr.,2,10,15,39,23,39,25,,,,,,,,,,,,,,,,,
0,20152016,Togliatti Jr.,Russia-Jr.,1,2,4,4,7,4,6,,,,,,,,,,,,,,,,,
0,20152016,Togliatti,KHL,2,1,4,6,47,6,5,,,,,,,,,,,,,,,,,
0,20152016,Lada Togliatti,KHL,2334,1,4,6,47,6,5,-11.0,,,,,,,,,,,,,,,,
0,20152016,Ladia Togliatti,MHL,49672,2,4,4,7,4,6,0.0,,,,,,,,,,,,,,,,
0,20162017,Dallas Stars,National Hockey League,1,0,0,0,1,0,0,-1.0,13:06,0.0,1.0,0.0,0.0,00:00,13:06,0.0,0.0,0.0,0.0,0.0,0.0,00:00,3.0,17.0
0,20162017,Russia U20,WJC-20,17546,3,4,2,7,2,7,3.0,,,,,,,,,,,,,,,,
0,20162017,Texas Stars,AHL,45177,15,12,15,57,15,27,-4.0,,,,,,,,,,,,,,,,
0,20172018,Texas Stars,AHL,45177,15,19,11,74,11,34,-10.0,,,,,,,,,,,,,,,,
0,20182019,Dallas Stars,National Hockey League,1,3,1,0,21,0,4,-3.0,228:19,23.0,23.0,0.0,1.0,23:07,204:15,50.0,4.35,0.0,0.0,0.0,0.0,00:57,9.0,349.0
0,20182019,Texas Stars,AHL,45177,28,20,12,57,12,48,2.0,,,,,,,,,,,,,,,,
0,20192020,Dallas Stars,National Hockey League,1,9,20,13,64,13,29,5.0,831:05,132.0,63.0,7.0,12.0,121:11,709:46,0.0,15.2,4.0,0.0,0.0,0.0,00:08,18.0,1206.0
0,20192020,Texas Stars,AHL,45177,0,3,0,2,0,3,2.0,,,,,,,,,,,,,,,,
0,20202021,Dallas Stars,National Hockey League,1,18,12,21,55,21,30,0.0,871:48,130.0,63.0,4.0,8.0,120:34,751:00,0.0,9.2,2.0,0.0,0.0,0.0,00:14,12.0,1188.0
0,20212022,Dallas Stars,National Hockey League,1,20,11,16,73,16,31,2.0,1035:31,144.0,67.0,4.0,7.0,143:47,891:27,0.0,7.6,2.0,1.0,0.0,0.0,00:17,32.0,1397.0
