,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Selects Academy 15U,WSI U15,260380,2,2,6,7,6,4,,,,,,,,,,,,,,,,,
0,20132014,Selects Acad. U18,USPHL,1,18,8,18,24,18,26,,,,,,,,,,,,,,,,,
0,20132014,South Kent,High-CT,2,19,17,19,37,19,36,,,,,,,,,,,,,,,,,
0,20132014,Fargo,USHL,3,1,0,0,3,0,1,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,
0,20142015,Salmon Arm,BCHL,1,14,6,18,57,18,20,,2.0,,0.0,0.0,,,,,,,,,,,,
0,20152016,Quinnipiac,ECAC,1,22,4,2,43,2,26,75.0,1.0,5.3,1.0,0.0,16.0,,,,,,,,,,,
0,20152016,Quinnipiac Univ.,NCAA,21340,22,4,2,43,2,26,,,,,,16.0,,,,,,,,,,,
0,20162017,Quinnipiac Univ.,NCAA,21340,19,7,16,38,16,26,,,,,,4.0,,,,,,,,,,,
0,20172018,Quinnipiac Univ.,NCAA,21340,14,11,10,37,10,25,,,,,,2.0,,,,,,,,,,,
0,20182019,Quinnipiac Univ.,NCAA,21340,22,17,23,36,23,39,,,,,,18.0,,,,,,,,,,,
0,20192020,Charlotte Checkers,AHL,2357,25,6,22,52,22,31,,,,,,1.0,,,,,,,,,,,
0,20192020,Springfield Thunderbirds,AHL,39667,2,2,2,5,2,4,,,,,,-1.0,,,,,,,,,,,
0,20202021,Syracuse Crunch,AHL,1057,4,3,4,15,4,7,,,,,,4.0,,,,,,,,,,,
0,20212022,Florida Panthers,National Hockey League,1,0,0,2,4,2,0,4.0,0.0,0.0,0.0,0.0,2.0,56:01,3.0,0.0,00:56,53:18,0.0,0.0,0.0,01:47,3.0,79.0
0,20212022,Charlotte Checkers,AHL,2357,23,8,26,54,26,31,,,,,,11.0,,,,,,,,,,,
