,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Lac St-Louis Lions Bantam AAA,QBAA,10244304,16,19,22,21,22,35,,,,,,,,,,,,,,,,,
0,20092010,Lac St-Louis,QAAA,2,0,0,2,3,2,0,,,,,,,,,,,,,,,,,
0,20102011,Cape Breton,QMJHL,1,4,8,54,61,54,12,104.0,1.0,7.69,2.0,0.0,-28.0,,,,,,,,,,,
0,20112012,Cape Breton,QMJHL,1,43,27,65,66,65,70,198.0,8.0,13.64,4.0,0.0,-10.0,,,,,,,,,,,
0,20122013,Cape Breton,QMJHL,1,26,16,41,34,41,42,137.0,4.0,11.68,2.0,0.0,-14.0,,,,,,,,,,,
0,20132014,Cape Breton,QMJHL,1,29,12,42,39,42,41,140.0,3.0,8.6,2.0,0.0,-3.0,,,,,,,,,,,
0,20132014,Drummondville,QMJHL,2,14,10,45,27,45,24,114.0,6.0,8.8,4.0,0.0,2.0,,,,,,,,,,,
0,20142015,Rochester,AHL,1,14,7,38,63,38,21,80.0,0.0,8.8,0.0,0.0,1.0,,,,,,,,,,,
0,20152016,Rochester,AHL,1,17,13,48,56,48,30,123.0,0.0,10.6,2.0,0.0,14.0,,,,,,,,,,,
0,20152016,Rochester Americans,AHL,1047,17,13,48,56,48,30,,,,,,14.0,,,,,,,,,,,
0,20162017,Buffalo Sabres,National Hockey League,1,3,5,21,41,21,8,50.0,0.0,10.0,1.0,0.0,-1.0,369:02,112.0,0.0,00:11,366:27,50.0,0.0,0.0,02:24,10.0,583.0
0,20162017,Rochester Americans,AHL,1047,2,3,6,8,6,5,,,,,,-1.0,,,,,,,,,,,
0,20172018,Vegas Golden Knights,National Hockey League,1,2,1,19,37,19,3,52.0,0.0,1.92,0.0,0.0,-3.0,327:07,113.0,0.0,03:50,322:38,0.0,0.0,0.0,00:39,10.0,455.0
0,20182019,Vegas Golden Knights,National Hockey League,1,1,8,29,54,29,9,85.0,0.0,9.41,1.0,0.0,-4.0,537:00,277.0,0.0,03:25,533:29,0.0,0.0,0.0,00:06,13.0,700.0
0,20192020,Vegas Golden Knights,National Hockey League,1,12,7,39,71,39,19,99.0,0.0,7.1,1.0,0.0,0.0,700:56,213.0,0.0,04:24,693:21,64.29,0.0,0.0,03:11,11.0,1049.0
0,20202021,Vegas Golden Knights,National Hockey League,1,9,6,16,52,16,15,65.0,0.0,9.2,0.0,0.0,0.0,541:23,131.0,0.0,02:11,532:58,37.5,0.0,0.0,06:14,13.0,807.0
0,20212022,Vegas Golden Knights,National Hockey League,1,11,9,34,63,34,20,120.0,0.0,7.5,0.0,0.0,7.0,732:14,159.0,0.0,04:06,717:25,50.0,0.0,0.0,10:43,24.0,1079.0
